id,actividad_id,herramienta_id,cantidad,especificaciones
1459,707,17,1,Herramienta para Cambiar filtro de aire
1460,707,58,1,Herramienta para Cambiar filtro de aire
1461,707,51,2,Herramienta para Cambiar filtro de aire
1462,708,23,2,Herramienta para Cambiar aceite de motor
1463,708,2,1,Herramienta para Cambiar aceite de motor
1464,708,52,1,Herramienta para Cambiar aceite de motor
1465,709,18,2,Herramienta para Revisar tubo de escape
1466,709,39,2,Herramienta para Revisar tubo de escape
1467,710,49,1,Herramienta para Verificar alternador
1468,710,54,1,Herramienta para Verificar alternador
1469,711,32,2,Herramienta para Reparar abolladuras
1470,711,29,2,Herramienta para Reparar abolladuras
1471,712,1,1,Herramienta para Ajustar embrague
1472,712,54,1,Herramienta para Ajustar embrague
1473,712,53,1,Herramienta para Ajustar embrague
1474,713,29,2,Herramienta para Engrasar articulaciones
1475,714,51,1,Herramienta para Verificar bomba de combustible
1476,714,55,1,Herramienta para Verificar bomba de combustible
1477,714,53,2,Herramienta para Verificar bomba de combustible
1478,715,29,1,Herramienta para Verificar presión
1479,716,25,1,Herramienta para Limpiar filtros de aire acondicionado
1480,716,30,1,Herramienta para Limpiar filtros de aire acondicionado
1481,716,6,1,Herramienta para Limpiar filtros de aire acondicionado
1482,717,46,1,Herramienta para Verificar líquido de frenos
1483,717,25,2,Herramienta para Verificar líquido de frenos
1484,718,49,1,Herramienta para Inspeccionar rodillos
1485,718,40,1,Herramienta para Inspeccionar rodillos
1486,719,14,1,Herramienta para Rotar neumáticos
1487,720,10,2,Herramienta para Verificar termostato
1488,720,39,2,Herramienta para Verificar termostato
1489,721,1,2,Herramienta para Cambiar aceite de transmisión
1490,722,52,2,Herramienta para Revisar asiento
1491,722,30,1,Herramienta para Revisar asiento
1492,723,44,2,Herramienta para Revisar bomba de dirección
1493,723,51,2,Herramienta para Revisar bomba de dirección
1494,723,18,2,Herramienta para Revisar bomba de dirección
1495,724,46,2,Herramienta para Cambiar aceite hidráulico
1496,725,26,1,Herramienta para Verificar bomba de combustible
1497,725,11,1,Herramienta para Verificar bomba de combustible
1498,725,57,2,Herramienta para Verificar bomba de combustible
1499,726,56,1,Herramienta para Verificar alternador
1500,727,6,1,Herramienta para Cambiar filtro de combustible
1501,727,23,1,Herramienta para Cambiar filtro de combustible
1502,728,42,1,Herramienta para Inspección visual
1503,728,15,2,Herramienta para Inspección visual
1504,729,36,1,Herramienta para Revisar dientes
1505,729,19,1,Herramienta para Revisar dientes
1506,729,10,2,Herramienta para Revisar dientes
1507,730,23,2,Herramienta para Verificar funcionamiento de motor
1508,731,52,2,Herramienta para Cambiar aceite hidráulico
1509,731,2,2,Herramienta para Cambiar aceite hidráulico
1510,732,37,1,Herramienta para Pintar partes oxidadas
1511,732,51,1,Herramienta para Pintar partes oxidadas
1512,732,26,2,Herramienta para Pintar partes oxidadas
1513,733,16,2,Herramienta para Inspeccionar desgaste
1514,733,8,2,Herramienta para Inspeccionar desgaste
1515,733,25,1,Herramienta para Inspeccionar desgaste
1516,734,47,2,Herramienta para Verificar bomba de combustible
1517,734,44,1,Herramienta para Verificar bomba de combustible
1518,734,36,1,Herramienta para Verificar bomba de combustible
1519,735,9,2,Herramienta para Engrasar articulaciones
1520,735,54,1,Herramienta para Engrasar articulaciones
1521,735,60,2,Herramienta para Engrasar articulaciones
1522,736,35,1,Herramienta para Verificar pasadores
1523,737,46,1,Herramienta para Engrasar puntos de lubricación
1524,738,14,1,Herramienta para Verificar funcionamiento de motor
1525,739,30,2,Herramienta para Cambiar filtro de combustible
1526,740,51,1,Herramienta para Verificar pasadores
1527,740,58,2,Herramienta para Verificar pasadores
1528,741,12,1,Herramienta para Verificar silenciador
1529,741,50,1,Herramienta para Verificar silenciador
1530,742,7,2,Herramienta para Rotar neumáticos
1531,742,53,2,Herramienta para Rotar neumáticos
1532,743,15,2,Herramienta para Revisar pastillas
1533,744,57,2,Herramienta para Cambiar aceite de motor
1534,745,54,1,Herramienta para Revisar asiento
1535,746,51,1,Herramienta para Revisar inyectores
1536,747,37,1,Herramienta para Ajustar embrague
1537,748,47,1,Herramienta para Revisar batería
1538,749,47,1,Herramienta para Cambiar aceite hidráulico
1539,749,22,2,Herramienta para Cambiar aceite hidráulico
1540,749,14,2,Herramienta para Cambiar aceite hidráulico
1541,750,17,1,Herramienta para Limpiar radiador
1542,750,4,1,Herramienta para Limpiar radiador
1543,751,53,2,Herramienta para Cambiar filtro de combustible
1544,752,59,2,Herramienta para Reparar abolladuras
1545,752,18,1,Herramienta para Reparar abolladuras
1546,752,16,2,Herramienta para Reparar abolladuras
1547,753,19,2,Herramienta para Verificar juego
1548,753,51,2,Herramienta para Verificar juego
1549,753,46,2,Herramienta para Verificar juego
1550,754,31,2,Herramienta para Inspeccionar rodillos
1551,754,50,1,Herramienta para Inspeccionar rodillos
1552,754,23,1,Herramienta para Inspeccionar rodillos
1553,755,40,1,Herramienta para Verificar silenciador
1554,755,30,1,Herramienta para Verificar silenciador
1555,755,56,1,Herramienta para Verificar silenciador
1556,756,4,1,Herramienta para Revisar convertidor
1557,756,6,2,Herramienta para Revisar convertidor
1558,756,19,2,Herramienta para Revisar convertidor
1559,757,1,1,Herramienta para Inspeccionar conexiones
1560,757,26,2,Herramienta para Inspeccionar conexiones
1561,758,2,1,Herramienta para Engrasar puntos de lubricación
1562,758,11,2,Herramienta para Engrasar puntos de lubricación
1563,758,12,1,Herramienta para Engrasar puntos de lubricación
1564,759,35,1,Herramienta para Verificar controles
1565,759,32,2,Herramienta para Verificar controles
1566,760,10,2,Herramienta para Inspeccionar correas
1567,761,4,1,Herramienta para Verificar bomba de combustible
1568,761,53,2,Herramienta para Verificar bomba de combustible
1569,762,19,2,Herramienta para Cambiar filtro de aire
1570,762,52,2,Herramienta para Cambiar filtro de aire
1571,763,3,1,Herramienta para Inspeccionar rodillos
1572,763,18,1,Herramienta para Inspeccionar rodillos
1573,763,42,2,Herramienta para Inspeccionar rodillos
1574,764,29,1,Herramienta para Revisar mangueras
1575,765,14,1,Herramienta para Revisar dientes
1576,765,19,1,Herramienta para Revisar dientes
1577,766,7,1,Herramienta para Revisar pastillas
1578,766,35,2,Herramienta para Revisar pastillas
1579,767,33,1,Herramienta para Revisar tubo de escape
1580,767,48,1,Herramienta para Revisar tubo de escape
1581,767,52,2,Herramienta para Revisar tubo de escape
1582,768,2,1,Herramienta para Revisar inyectores
1583,768,20,2,Herramienta para Revisar inyectores
1584,768,52,2,Herramienta para Revisar inyectores
1585,769,43,2,Herramienta para Inspeccionar DPF
1586,769,7,2,Herramienta para Inspeccionar DPF
1587,769,19,1,Herramienta para Inspeccionar DPF
1588,770,46,2,Herramienta para Limpiar filtros de aire acondicionado
1589,771,14,2,Herramienta para Engrasar puntos de lubricación
1590,771,27,2,Herramienta para Engrasar puntos de lubricación
1591,772,27,1,Herramienta para Inspeccionar conexiones
1592,772,3,1,Herramienta para Inspeccionar conexiones
1593,773,55,1,Herramienta para Cambiar filtro de combustible
1594,774,2,1,Herramienta para Verificar pasadores
1595,775,32,2,Herramienta para Revisar mangueras
1596,775,40,1,Herramienta para Revisar mangueras
1597,776,57,1,Herramienta para Revisar pastillas
1598,776,47,2,Herramienta para Revisar pastillas
1599,777,37,2,Herramienta para Inspeccionar rodillos
1600,778,20,1,Herramienta para Revisar mangueras
1601,778,7,2,Herramienta para Revisar mangueras
1602,779,3,2,Herramienta para Revisar bomba de dirección
1603,780,60,1,Herramienta para Inspeccionar desgaste
1604,781,6,1,Herramienta para Revisar nivel de refrigerante
1605,781,28,2,Herramienta para Revisar nivel de refrigerante
1606,782,37,2,Herramienta para Cambiar filtro de aire
1607,782,15,1,Herramienta para Cambiar filtro de aire
1608,783,29,2,Herramienta para Revisar convertidor
1609,783,28,1,Herramienta para Revisar convertidor
1610,783,57,2,Herramienta para Revisar convertidor
1611,784,56,2,Herramienta para Inspeccionar rodillos
1612,785,22,2,Herramienta para Revisar tubo de escape
1613,785,6,2,Herramienta para Revisar tubo de escape
1614,785,7,2,Herramienta para Revisar tubo de escape
1615,786,28,1,Herramienta para Verificar líquido de frenos
1616,787,29,1,Herramienta para Verificar alternador
1617,787,33,1,Herramienta para Verificar alternador
1618,788,47,1,Herramienta para Verificar cilindros
1619,788,57,1,Herramienta para Verificar cilindros
1620,788,44,1,Herramienta para Verificar cilindros
1621,789,53,2,Herramienta para Verificar termostato
1622,789,34,1,Herramienta para Verificar termostato
1623,789,43,1,Herramienta para Verificar termostato
1624,790,2,1,Herramienta para Revisar inyectores
1625,791,32,1,Herramienta para Revisar dientes
1626,791,36,1,Herramienta para Revisar dientes
1627,791,33,2,Herramienta para Revisar dientes
1628,792,1,1,Herramienta para Verificar sprockets
1629,792,46,2,Herramienta para Verificar sprockets
1630,793,34,1,Herramienta para Revisar batería
1631,793,7,1,Herramienta para Revisar batería
1632,794,4,1,Herramienta para Inspeccionar correas
1633,795,17,1,Herramienta para Limpiar filtros de aire acondicionado
1634,795,32,2,Herramienta para Limpiar filtros de aire acondicionado
1635,796,35,1,Herramienta para Verificar juego
1636,796,29,1,Herramienta para Verificar juego
1637,796,49,1,Herramienta para Verificar juego
1638,797,54,2,Herramienta para Verificar nivel de aceite
1639,797,50,2,Herramienta para Verificar nivel de aceite
1640,797,2,1,Herramienta para Verificar nivel de aceite
1641,798,52,1,Herramienta para Verificar líquido de frenos
1642,799,43,2,Herramienta para Cambiar aceite de transmisión
1643,799,54,1,Herramienta para Cambiar aceite de transmisión
1644,800,23,2,Herramienta para Revisar mangueras
1645,801,17,1,Herramienta para Verificar líquido de frenos
1646,802,54,1,Herramienta para Inspeccionar rodillos
1647,802,11,1,Herramienta para Inspeccionar rodillos
1648,803,18,1,Herramienta para Inspección visual
1649,803,43,1,Herramienta para Inspección visual
1650,804,55,1,Herramienta para Engrasar puntos de lubricación
1651,804,31,1,Herramienta para Engrasar puntos de lubricación
1652,805,57,1,Herramienta para Revisar inyectores
1653,805,49,2,Herramienta para Revisar inyectores
1654,806,30,1,Herramienta para Limpiar filtros de aire acondicionado
1655,806,56,1,Herramienta para Limpiar filtros de aire acondicionado
1656,807,16,2,Herramienta para Revisar batería
1657,808,17,2,Herramienta para Verificar funcionamiento de motor
1658,808,34,1,Herramienta para Verificar funcionamiento de motor
1659,808,47,2,Herramienta para Verificar funcionamiento de motor
1660,809,13,2,Herramienta para Verificar silenciador
1661,809,44,2,Herramienta para Verificar silenciador
1662,810,59,2,Herramienta para Verificar bomba de combustible
1663,811,58,2,Herramienta para Pintar partes oxidadas
1664,811,51,1,Herramienta para Pintar partes oxidadas
1665,812,41,1,Herramienta para Engrasar articulaciones
1666,812,4,2,Herramienta para Engrasar articulaciones
1667,812,25,1,Herramienta para Engrasar articulaciones
1668,813,17,1,Herramienta para Verificar cilindros
1669,813,18,2,Herramienta para Verificar cilindros
1670,813,35,2,Herramienta para Verificar cilindros
1671,814,44,2,Herramienta para Verificar termostato
1672,814,51,2,Herramienta para Verificar termostato
1673,815,29,1,Herramienta para Cambiar filtro de combustible
1674,815,30,1,Herramienta para Cambiar filtro de combustible
1675,815,32,1,Herramienta para Cambiar filtro de combustible
1676,816,56,2,Herramienta para Engrasar articulaciones
1677,817,42,2,Herramienta para Inspeccionar rodillos
1678,817,35,2,Herramienta para Inspeccionar rodillos
1679,817,13,2,Herramienta para Inspeccionar rodillos
1680,818,59,2,Herramienta para Revisar nivel de refrigerante
1681,818,36,2,Herramienta para Revisar nivel de refrigerante
1682,818,29,1,Herramienta para Revisar nivel de refrigerante
1683,819,9,1,Herramienta para Inspeccionar desgaste
1684,819,4,2,Herramienta para Inspeccionar desgaste
1685,819,18,1,Herramienta para Inspeccionar desgaste
1686,820,41,1,Herramienta para Ajustar frenos
1687,820,5,2,Herramienta para Ajustar frenos
1688,820,45,1,Herramienta para Ajustar frenos
1689,821,44,1,Herramienta para Cambiar filtro de aceite
1690,821,27,2,Herramienta para Cambiar filtro de aceite
1691,821,10,1,Herramienta para Cambiar filtro de aceite
1692,822,18,2,Herramienta para Inspección visual
1693,822,50,2,Herramienta para Inspección visual
1694,822,1,1,Herramienta para Inspección visual
1695,823,39,2,Herramienta para Limpiar filtros de aire acondicionado
1696,824,14,2,Herramienta para Drenar tanque
1697,825,44,1,Herramienta para Cambiar aceite de transmisión
1698,825,49,1,Herramienta para Cambiar aceite de transmisión
1699,825,26,1,Herramienta para Cambiar aceite de transmisión
1700,826,10,2,Herramienta para Revisar tensión de cadena
1701,827,46,1,Herramienta para Revisar dientes
1702,828,41,1,Herramienta para Verificar nivel de aceite
1703,829,57,1,Herramienta para Verificar termostato
1704,830,9,1,Herramienta para Revisar tubo de escape
1705,830,32,1,Herramienta para Revisar tubo de escape
1706,830,57,1,Herramienta para Revisar tubo de escape
1707,831,51,2,Herramienta para Verificar juego
1708,831,23,2,Herramienta para Verificar juego
1709,831,28,1,Herramienta para Verificar juego
1710,832,58,1,Herramienta para Verificar líquido de frenos
1711,832,41,2,Herramienta para Verificar líquido de frenos
1712,832,39,2,Herramienta para Verificar líquido de frenos
1713,833,13,1,Herramienta para Drenar tanque
1714,834,54,1,Herramienta para Verificar termostato
1715,835,44,2,Herramienta para Cambiar filtro de combustible
1716,836,41,1,Herramienta para Pintar partes oxidadas
1717,837,20,1,Herramienta para Revisar tensión de cadena
1718,837,30,2,Herramienta para Revisar tensión de cadena
1719,837,21,2,Herramienta para Revisar tensión de cadena
1720,838,22,2,Herramienta para Verificar líquido de frenos
1721,838,55,1,Herramienta para Verificar líquido de frenos
1722,839,55,2,Herramienta para Verificar alternador
1723,839,22,2,Herramienta para Verificar alternador
1724,840,12,1,Herramienta para Rotar neumáticos
1725,840,9,2,Herramienta para Rotar neumáticos
1726,841,15,2,Herramienta para Verificar silenciador
1727,841,41,1,Herramienta para Verificar silenciador
1728,842,12,2,Herramienta para Verificar termostato
1729,842,29,2,Herramienta para Verificar termostato
1730,843,57,1,Herramienta para Inspeccionar rodillos
1731,843,19,2,Herramienta para Inspeccionar rodillos
1732,843,7,2,Herramienta para Inspeccionar rodillos
1733,844,18,1,Herramienta para Drenar tanque
1734,844,40,1,Herramienta para Drenar tanque
1735,844,47,1,Herramienta para Drenar tanque
1736,845,37,2,Herramienta para Verificar cilindros
1737,845,49,2,Herramienta para Verificar cilindros
1738,846,23,1,Herramienta para Revisar convertidor
1739,847,55,2,Herramienta para Pintar partes oxidadas
1740,848,56,1,Herramienta para Engrasar articulaciones
1741,848,49,2,Herramienta para Engrasar articulaciones
1742,848,24,1,Herramienta para Engrasar articulaciones
1743,849,47,1,Herramienta para Limpiar filtros de aire acondicionado
1744,850,57,1,Herramienta para Verificar pasadores
1745,851,15,1,Herramienta para Revisar mangueras
1746,851,49,1,Herramienta para Revisar mangueras
1747,851,54,2,Herramienta para Revisar mangueras
1748,852,3,2,Herramienta para Inspeccionar conexiones
1749,853,27,2,Herramienta para Verificar nivel de aceite
1750,854,5,1,Herramienta para Rotar neumáticos
1751,854,20,2,Herramienta para Rotar neumáticos
1752,854,59,1,Herramienta para Rotar neumáticos
1753,855,8,2,Herramienta para Revisar convertidor
1754,855,39,1,Herramienta para Revisar convertidor
1755,855,1,2,Herramienta para Revisar convertidor
1756,856,54,1,Herramienta para Engrasar articulaciones
1757,857,41,1,Herramienta para Verificar controles
1758,857,24,1,Herramienta para Verificar controles
1759,858,35,1,Herramienta para Revisar mangueras
1760,858,29,1,Herramienta para Revisar mangueras
1761,859,27,1,Herramienta para Revisar batería
1762,859,14,2,Herramienta para Revisar batería
1763,859,55,1,Herramienta para Revisar batería
1764,860,28,1,Herramienta para Cambiar filtro de aire
1765,860,25,2,Herramienta para Cambiar filtro de aire
1766,860,47,1,Herramienta para Cambiar filtro de aire
1767,861,33,2,Herramienta para Verificar presión
1768,861,49,1,Herramienta para Verificar presión
1769,862,56,2,Herramienta para Engrasar articulaciones
1770,862,37,1,Herramienta para Engrasar articulaciones
1771,863,28,1,Herramienta para Engrasar articulaciones
1772,863,21,2,Herramienta para Engrasar articulaciones
1773,864,33,2,Herramienta para Verificar líquido de frenos
1774,864,19,2,Herramienta para Verificar líquido de frenos
1775,865,1,1,Herramienta para Pintar partes oxidadas
1776,865,44,1,Herramienta para Pintar partes oxidadas
1777,865,60,1,Herramienta para Pintar partes oxidadas
1778,866,36,1,Herramienta para Drenar tanque
1779,867,57,2,Herramienta para Limpiar radiador
1780,867,19,2,Herramienta para Limpiar radiador
1781,868,42,1,Herramienta para Revisar tubo de escape
1782,869,7,1,Herramienta para Ajustar embrague
1783,869,37,2,Herramienta para Ajustar embrague
1784,869,6,1,Herramienta para Ajustar embrague
1785,870,55,1,Herramienta para Revisar mangueras
1786,870,25,2,Herramienta para Revisar mangueras
1787,871,50,2,Herramienta para Revisar asiento
1788,871,10,1,Herramienta para Revisar asiento
1789,872,55,2,Herramienta para Cambiar aceite de transmisión
1790,873,23,1,Herramienta para Revisar inyectores
1791,873,20,1,Herramienta para Revisar inyectores
1792,874,3,1,Herramienta para Revisar dientes
1793,874,55,1,Herramienta para Revisar dientes
1794,875,11,1,Herramienta para Inspeccionar correas
1795,876,46,1,Herramienta para Verificar nivel de aceite
1796,876,60,2,Herramienta para Verificar nivel de aceite
1797,877,4,1,Herramienta para Revisar batería
1798,877,26,2,Herramienta para Revisar batería
1799,878,46,1,Herramienta para Revisar tubo de escape
1800,879,41,2,Herramienta para Rotar neumáticos
1801,879,56,1,Herramienta para Rotar neumáticos
1802,880,12,1,Herramienta para Verificar líquido de frenos
1803,880,4,2,Herramienta para Verificar líquido de frenos
1804,880,15,2,Herramienta para Verificar líquido de frenos
1805,881,54,2,Herramienta para Engrasar articulaciones
1806,882,34,1,Herramienta para Cambiar filtro de aire
1807,883,32,2,Herramienta para Inspección visual
1808,883,10,1,Herramienta para Inspección visual
1809,884,10,1,Herramienta para Revisar asiento
1810,885,44,2,Herramienta para Inspeccionar conexiones
1811,885,1,2,Herramienta para Inspeccionar conexiones
1812,886,38,2,Herramienta para Inspeccionar correas
1813,887,8,1,Herramienta para Drenar tanque
1814,887,26,1,Herramienta para Drenar tanque
1815,888,14,2,Herramienta para Verificar presión
1816,888,11,1,Herramienta para Verificar presión
1817,888,39,2,Herramienta para Verificar presión
1818,889,29,2,Herramienta para Revisar tubo de escape
1819,889,41,1,Herramienta para Revisar tubo de escape
1820,890,50,1,Herramienta para Inspeccionar rodillos
1821,890,49,1,Herramienta para Inspeccionar rodillos
1822,891,47,2,Herramienta para Cambiar aceite de motor
1823,891,8,1,Herramienta para Cambiar aceite de motor
1824,892,7,1,Herramienta para Ajustar embrague
1825,893,31,2,Herramienta para Limpiar radiador
1826,894,18,2,Herramienta para Verificar cilindros
1827,894,24,2,Herramienta para Verificar cilindros
1828,894,38,1,Herramienta para Verificar cilindros
1829,895,53,1,Herramienta para Cambiar aceite hidráulico
1830,896,22,2,Herramienta para Verificar presión
1831,896,55,2,Herramienta para Verificar presión
1832,897,22,2,Herramienta para Verificar funcionamiento de motor
1833,897,59,1,Herramienta para Verificar funcionamiento de motor
1834,897,60,2,Herramienta para Verificar funcionamiento de motor
1835,898,29,1,Herramienta para Revisar pastillas
1836,899,25,1,Herramienta para Revisar convertidor
1837,900,41,1,Herramienta para Drenar tanque
1838,901,57,2,Herramienta para Verificar silenciador
1839,901,29,1,Herramienta para Verificar silenciador
1840,902,18,2,Herramienta para Inspeccionar conexiones
1841,902,26,1,Herramienta para Inspeccionar conexiones
1842,902,27,1,Herramienta para Inspeccionar conexiones
1843,903,26,2,Herramienta para Revisar dientes
1844,903,23,2,Herramienta para Revisar dientes
1845,904,12,2,Herramienta para Revisar tensión de cadena
1846,905,45,2,Herramienta para Verificar juego
1847,906,17,2,Herramienta para Verificar pasadores
1848,906,52,2,Herramienta para Verificar pasadores
1849,907,15,1,Herramienta para Verificar termostato
1850,907,32,2,Herramienta para Verificar termostato
1851,908,59,2,Herramienta para Cambiar aceite de motor
1852,908,25,1,Herramienta para Cambiar aceite de motor
1853,909,42,1,Herramienta para Revisar convertidor
1854,910,56,1,Herramienta para Revisar bomba de dirección
1855,910,3,1,Herramienta para Revisar bomba de dirección
1856,910,35,1,Herramienta para Revisar bomba de dirección
1857,911,35,2,Herramienta para Verificar funcionamiento de motor
1858,911,5,2,Herramienta para Verificar funcionamiento de motor
1859,911,48,2,Herramienta para Verificar funcionamiento de motor
1860,912,51,1,Herramienta para Pintar partes oxidadas
1861,912,23,2,Herramienta para Pintar partes oxidadas
1862,913,49,2,Herramienta para Revisar pastillas
1863,913,3,2,Herramienta para Revisar pastillas
1864,914,22,2,Herramienta para Inspeccionar conexiones
1865,915,39,1,Herramienta para Cambiar aceite de motor
1866,915,31,1,Herramienta para Cambiar aceite de motor
1867,915,23,2,Herramienta para Cambiar aceite de motor
1868,916,16,1,Herramienta para Verificar silenciador
1869,916,57,1,Herramienta para Verificar silenciador
1870,916,18,1,Herramienta para Verificar silenciador
1871,917,52,1,Herramienta para Revisar bomba de dirección
1872,917,13,2,Herramienta para Revisar bomba de dirección
1873,917,36,2,Herramienta para Revisar bomba de dirección
1874,918,49,2,Herramienta para Revisar asiento
1875,918,11,2,Herramienta para Revisar asiento
1876,919,34,2,Herramienta para Revisar convertidor
1877,919,8,1,Herramienta para Revisar convertidor
1878,920,6,2,Herramienta para Ajustar frenos
1879,920,7,2,Herramienta para Ajustar frenos
1880,921,30,2,Herramienta para Revisar tensión de cadena
1881,922,53,1,Herramienta para Verificar funcionamiento de motor
1882,922,49,2,Herramienta para Verificar funcionamiento de motor
1883,922,3,2,Herramienta para Verificar funcionamiento de motor
1884,923,6,1,Herramienta para Revisar dientes
1885,923,27,2,Herramienta para Revisar dientes
1886,923,58,2,Herramienta para Revisar dientes
1887,924,38,1,Herramienta para Cambiar filtro de aceite
1888,925,24,1,Herramienta para Reparar abolladuras
1889,926,13,1,Herramienta para Inspeccionar conexiones
1890,926,55,1,Herramienta para Inspeccionar conexiones
1891,927,45,1,Herramienta para Pintar partes oxidadas
1892,928,24,2,Herramienta para Verificar sprockets
1893,928,8,1,Herramienta para Verificar sprockets
1894,928,50,2,Herramienta para Verificar sprockets
1895,929,6,2,Herramienta para Revisar nivel de refrigerante
1896,929,46,2,Herramienta para Revisar nivel de refrigerante
1897,930,43,1,Herramienta para Revisar mangueras
1898,930,11,2,Herramienta para Revisar mangueras
1899,930,14,1,Herramienta para Revisar mangueras
1900,931,16,2,Herramienta para Revisar mangueras
1901,931,9,1,Herramienta para Revisar mangueras
1902,931,42,2,Herramienta para Revisar mangueras
1903,932,51,2,Herramienta para Drenar tanque
1904,932,58,1,Herramienta para Drenar tanque
1905,933,47,2,Herramienta para Verificar nivel de aceite
1906,933,7,2,Herramienta para Verificar nivel de aceite
1907,934,15,1,Herramienta para Verificar líquido de frenos
1908,934,34,2,Herramienta para Verificar líquido de frenos
1909,934,55,1,Herramienta para Verificar líquido de frenos
1910,935,14,2,Herramienta para Inspeccionar DPF
1911,936,1,2,Herramienta para Revisar tensión de cadena
1912,936,31,2,Herramienta para Revisar tensión de cadena
1913,936,34,2,Herramienta para Revisar tensión de cadena
1914,937,30,2,Herramienta para Verificar funcionamiento de motor
1915,938,36,1,Herramienta para Revisar convertidor
1916,938,12,2,Herramienta para Revisar convertidor
1917,938,32,2,Herramienta para Revisar convertidor
1918,939,59,1,Herramienta para Reparar abolladuras
1919,939,34,2,Herramienta para Reparar abolladuras
1920,939,11,2,Herramienta para Reparar abolladuras
1921,940,56,2,Herramienta para Verificar termostato
1922,940,23,2,Herramienta para Verificar termostato
1923,941,8,2,Herramienta para Cambiar aceite hidráulico
1924,941,52,1,Herramienta para Cambiar aceite hidráulico
1925,941,32,1,Herramienta para Cambiar aceite hidráulico
1926,942,18,2,Herramienta para Cambiar filtro de aire
1927,942,3,1,Herramienta para Cambiar filtro de aire
1928,942,9,2,Herramienta para Cambiar filtro de aire
1929,943,59,2,Herramienta para Verificar presión
1930,944,27,2,Herramienta para Verificar alternador
1931,944,22,1,Herramienta para Verificar alternador
1932,945,31,2,Herramienta para Verificar juego
1933,946,8,1,Herramienta para Verificar bomba de combustible
1934,947,51,2,Herramienta para Inspeccionar rodillos
1935,947,21,2,Herramienta para Inspeccionar rodillos
1936,948,30,2,Herramienta para Verificar cilindros
1937,948,18,2,Herramienta para Verificar cilindros
1938,949,47,2,Herramienta para Inspeccionar DPF
1939,949,50,1,Herramienta para Inspeccionar DPF
1940,949,2,2,Herramienta para Inspeccionar DPF
1941,950,34,1,Herramienta para Revisar nivel de refrigerante
1942,950,30,2,Herramienta para Revisar nivel de refrigerante
1943,950,39,2,Herramienta para Revisar nivel de refrigerante
1944,951,33,1,Herramienta para Inspección visual
1945,952,49,1,Herramienta para Engrasar articulaciones
1946,953,56,1,Herramienta para Inspeccionar conexiones
1947,954,19,1,Herramienta para Inspeccionar desgaste
1948,955,18,2,Herramienta para Revisar inyectores
1949,956,51,2,Herramienta para Verificar alternador
1950,956,10,1,Herramienta para Verificar alternador
1951,957,9,1,Herramienta para Cambiar filtro de combustible
1952,958,58,2,Herramienta para Reparar abolladuras
1953,958,56,1,Herramienta para Reparar abolladuras
1954,958,47,1,Herramienta para Reparar abolladuras
1955,959,24,1,Herramienta para Engrasar puntos de lubricación
1956,960,6,1,Herramienta para Verificar funcionamiento de motor
1957,960,48,1,Herramienta para Verificar funcionamiento de motor
1958,960,47,1,Herramienta para Verificar funcionamiento de motor
1959,961,2,1,Herramienta para Verificar controles
1960,961,43,1,Herramienta para Verificar controles
1961,961,56,2,Herramienta para Verificar controles
1962,962,48,2,Herramienta para Engrasar articulaciones
1963,963,33,2,Herramienta para Revisar pastillas
1964,963,53,2,Herramienta para Revisar pastillas
1965,964,47,2,Herramienta para Cambiar aceite de transmisión
1966,964,24,1,Herramienta para Cambiar aceite de transmisión
1967,964,23,2,Herramienta para Cambiar aceite de transmisión
1968,965,9,1,Herramienta para Verificar bomba de combustible
1969,965,41,2,Herramienta para Verificar bomba de combustible
1970,966,55,1,Herramienta para Verificar controles
1971,967,12,1,Herramienta para Revisar bomba de dirección
1972,967,33,2,Herramienta para Revisar bomba de dirección
1973,968,46,2,Herramienta para Revisar nivel de refrigerante
1974,969,32,2,Herramienta para Verificar alternador
1975,969,47,2,Herramienta para Verificar alternador
1976,969,19,2,Herramienta para Verificar alternador
1977,970,39,2,Herramienta para Revisar mangueras
1978,970,12,1,Herramienta para Revisar mangueras
1979,970,32,2,Herramienta para Revisar mangueras
1980,971,20,1,Herramienta para Cambiar filtro de aire
1981,971,49,1,Herramienta para Cambiar filtro de aire
1982,971,26,1,Herramienta para Cambiar filtro de aire
1983,972,59,1,Herramienta para Verificar nivel de aceite
1984,972,48,2,Herramienta para Verificar nivel de aceite
1985,972,49,1,Herramienta para Verificar nivel de aceite
1986,973,59,1,Herramienta para Revisar tubo de escape
1987,974,35,1,Herramienta para Pintar partes oxidadas
1988,975,18,1,Herramienta para Rotar neumáticos
1989,976,20,1,Herramienta para Ajustar frenos
1990,977,14,1,Herramienta para Inspeccionar correas
1991,978,11,2,Herramienta para Limpiar radiador
1992,978,31,2,Herramienta para Limpiar radiador
1993,979,12,2,Herramienta para Revisar bomba de dirección
1994,980,16,1,Herramienta para Revisar inyectores
1995,980,14,1,Herramienta para Revisar inyectores
1996,980,56,1,Herramienta para Revisar inyectores
1997,981,28,2,Herramienta para Limpiar radiador
1998,982,37,1,Herramienta para Ajustar embrague
1999,982,5,1,Herramienta para Ajustar embrague
2000,982,44,2,Herramienta para Ajustar embrague
2001,983,30,2,Herramienta para Drenar tanque
2002,983,14,1,Herramienta para Drenar tanque
2003,983,21,1,Herramienta para Drenar tanque
2004,984,47,1,Herramienta para Revisar nivel de refrigerante
2005,985,58,2,Herramienta para Engrasar articulaciones
