id,actividad_id,insumo_id,cantidad,unidad,especificaciones,costo_unitario
908,364,73,2.65,Metro,Para Sistema de Transmisión,26.21
909,365,29,1.34,Unidad,Para Cuchara y Brazo,2962.21
910,366,31,6.41,Unidad,Para Sistema Eléctrico,24.59
911,367,49,8.92,Unidad,Para Sistema de Escape,4020.01
912,367,26,1.94,Metro,Para Sistema de Escape,66.92
913,367,71,6.72,Metro,Para Sistema de Escape,80.71
914,368,21,0.82,Unidad,Para Motor,4.69
915,369,73,0.91,Metro,Para Tren de Rodaje,26.21
916,370,57,3.22,Unidad,Para Carrocería,32.3
917,371,58,3.05,Unidad,Para Neumáticos,83.68
918,371,22,9.46,Unidad,Para Neumáticos,45.22
919,371,3,5.06,Litro,Para Neumáticos,28.41
920,372,66,0.95,Unidad,Para Sistema de Lubricación,87.62
921,372,47,6.27,Rollo,Para Sistema de Lubricación,10.46
922,372,26,6.0,Metro,Para Sistema de Lubricación,66.92
923,372,10,3.81,Unidad,Para Sistema de Lubricación,76.95
924,373,33,2.79,Rollo,Para Sistema de Frenos,10.95
925,373,51,3.91,Unidad,Para Sistema de Frenos,285.17
926,373,30,4.19,Kg,Para Sistema de Frenos,9.85
927,373,80,0.85,Unidad,Para Sistema de Frenos,91.42
928,374,7,9.48,Unidad,Para Cabina,54.31
929,374,9,7.63,Unidad,Para Cabina,153.52
930,374,1,1.26,Litro,Para Cabina,22.6
931,374,14,1.24,Litro,Para Cabina,41.95
932,375,13,8.12,Litro,Para Filtros,21.42
933,376,79,3.27,Kg,Para Sistema de Lubricación,13.21
934,376,26,5.88,Metro,Para Sistema de Lubricación,66.92
935,376,11,3.21,Unidad,Para Sistema de Lubricación,182.04
936,376,9,6.1,Unidad,Para Sistema de Lubricación,153.52
937,377,48,3.55,Kg,Para Sistema de Refrigeración,13.54
938,378,10,4.55,Unidad,Para Sistema de Lubricación,76.95
939,378,69,9.49,Rollo,Para Sistema de Lubricación,11.83
940,379,74,8.82,Unidad,Para Cuchara y Brazo,1428.35
941,379,17,8.59,Unidad,Para Cuchara y Brazo,2959.45
942,379,78,2.25,Unidad,Para Cuchara y Brazo,57.81
943,379,36,5.25,Unidad,Para Cuchara y Brazo,867.16
944,380,52,4.51,Metro,Para Cabina,30.6
945,380,8,7.19,Unidad,Para Cabina,38.39
946,380,74,0.64,Unidad,Para Cabina,1428.35
947,381,23,9.64,Unidad,Para Sistema de Frenos,77.47
948,381,35,7.44,Unidad,Para Sistema de Frenos,5.78
949,381,15,4.14,Litro,Para Sistema de Frenos,22.71
950,382,49,8.97,Unidad,Para Filtros,4020.01
951,382,70,8.59,Litro,Para Filtros,18.43
952,382,45,4.29,Unidad,Para Filtros,103.68
953,382,5,8.08,Kg,Para Filtros,19.17
954,383,56,9.81,Unidad,Para Neumáticos,810.73
955,383,15,8.11,Litro,Para Neumáticos,22.71
956,383,36,9.54,Unidad,Para Neumáticos,867.16
957,383,73,9.85,Metro,Para Neumáticos,26.21
958,384,37,6.13,Unidad,Para Motor,4664.11
959,385,74,3.9,Unidad,Para Carrocería,1428.35
960,385,60,0.65,Unidad,Para Carrocería,32.67
961,385,48,5.15,Kg,Para Carrocería,13.54
962,386,59,8.88,Kg,Para Sistema de Combustible,15.9
963,386,52,4.58,Metro,Para Sistema de Combustible,30.6
964,387,15,4.93,Litro,Para Tren de Rodaje,22.71
965,387,70,7.93,Litro,Para Tren de Rodaje,18.43
966,388,61,0.87,Metro,Para Sistema de Escape,55.11
967,388,63,6.5,Unidad,Para Sistema de Escape,108.41
968,389,72,5.02,Unidad,Para Sistema de Transmisión,879.87
969,389,47,7.66,Rollo,Para Sistema de Transmisión,10.46
970,389,2,6.55,Litro,Para Sistema de Transmisión,18.63
971,389,59,6.34,Kg,Para Sistema de Transmisión,15.9
972,390,41,5.88,Unidad,Para Sistema de Dirección,55.7
973,390,4,6.84,Litro,Para Sistema de Dirección,24.05
974,390,44,1.97,Litro,Para Sistema de Dirección,22.01
975,391,60,8.6,Unidad,Para Sistema Eléctrico,32.67
976,391,65,3.08,Litro,Para Sistema Eléctrico,16.21
977,391,30,5.39,Kg,Para Sistema Eléctrico,9.85
978,392,29,5.38,Unidad,Para Sistema Hidráulico,2962.21
979,392,63,6.86,Unidad,Para Sistema Hidráulico,108.41
980,393,44,8.06,Litro,Para Sistema de Transmisión,22.01
981,393,59,5.71,Kg,Para Sistema de Transmisión,15.9
982,393,54,6.55,Unidad,Para Sistema de Transmisión,289.96
983,394,75,1.05,Kg,Para Sistema de Refrigeración,15.27
984,394,66,5.01,Unidad,Para Sistema de Refrigeración,87.62
985,395,75,1.02,Kg,Para Sistema de Frenos,15.27
986,396,80,3.93,Unidad,Para Neumáticos,91.42
987,396,74,2.94,Unidad,Para Neumáticos,1428.35
988,396,76,2.31,Unidad,Para Neumáticos,102.65
989,397,38,8.22,Litro,Para Sistema Eléctrico,21.04
990,397,61,8.1,Metro,Para Sistema Eléctrico,55.11
991,397,4,9.67,Litro,Para Sistema Eléctrico,24.05
992,397,3,2.27,Litro,Para Sistema Eléctrico,28.41
993,398,70,1.66,Litro,Para Sistema de Dirección,18.43
994,399,8,3.64,Unidad,Para Sistema de Escape,38.39
995,399,31,6.66,Unidad,Para Sistema de Escape,24.59
996,400,18,1.3,Unidad,Para Motor,168.23
997,400,23,9.69,Unidad,Para Motor,77.47
998,400,47,5.7,Rollo,Para Motor,10.46
999,401,46,4.9,Unidad,Para Filtros,2133.66
1000,401,76,7.46,Unidad,Para Filtros,102.65
1001,402,32,3.41,Rollo,Para Carrocería,13.99
1002,402,46,7.67,Unidad,Para Carrocería,2133.66
1003,402,72,5.71,Unidad,Para Carrocería,879.87
1004,402,21,5.78,Unidad,Para Carrocería,4.69
1005,403,70,4.56,Litro,Para Cuchara y Brazo,18.43
1006,403,36,8.95,Unidad,Para Cuchara y Brazo,867.16
1007,403,62,7.83,Unidad,Para Cuchara y Brazo,2513.71
1008,404,20,5.3,Metro,Para Sistema de Combustible,23.25
1009,404,62,4.57,Unidad,Para Sistema de Combustible,2513.71
1010,404,36,0.97,Unidad,Para Sistema de Combustible,867.16
1011,404,58,2.24,Unidad,Para Sistema de Combustible,83.68
1012,405,70,8.21,Litro,Para Sistema Hidráulico,18.43
1013,405,79,5.65,Kg,Para Sistema Hidráulico,13.21
1014,405,74,4.16,Unidad,Para Sistema Hidráulico,1428.35
1015,406,55,3.63,Unidad,Para Sistema de Combustible,1559.76
1016,407,57,0.82,Unidad,Para Sistema Hidráulico,32.3
1017,408,68,9.06,Unidad,Para Neumáticos,5.19
1018,408,59,0.57,Kg,Para Neumáticos,15.9
1019,408,50,8.71,Litro,Para Neumáticos,26.83
1020,408,25,8.06,Unidad,Para Neumáticos,252.67
1021,409,68,9.74,Unidad,Para Carrocería,5.19
1022,409,52,7.33,Metro,Para Carrocería,30.6
1023,410,60,6.62,Unidad,Para Motor,32.67
1024,411,39,4.18,Litro,Para Tren de Rodaje,19.86
1025,411,62,5.45,Unidad,Para Tren de Rodaje,2513.71
1026,411,6,4.25,Kg,Para Tren de Rodaje,15.65
1027,411,3,9.08,Litro,Para Tren de Rodaje,28.41
1028,412,40,5.48,Kg,Para Sistema de Lubricación,13.22
1029,412,78,6.82,Unidad,Para Sistema de Lubricación,57.81
1030,413,17,9.26,Unidad,Para Cuchara y Brazo,2959.45
1031,414,12,6.77,Unidad,Para Sistema de Frenos,112.53
1032,414,71,6.99,Metro,Para Sistema de Frenos,80.71
1033,414,61,3.97,Metro,Para Sistema de Frenos,55.11
1034,415,4,4.21,Litro,Para Sistema de Dirección,24.05
1035,416,13,5.66,Litro,Para Cabina,21.42
1036,416,11,4.59,Unidad,Para Cabina,182.04
1037,416,46,1.32,Unidad,Para Cabina,2133.66
1038,416,80,5.32,Unidad,Para Cabina,91.42
1039,417,11,4.12,Unidad,Para Neumáticos,182.04
1040,417,17,4.95,Unidad,Para Neumáticos,2959.45
1041,417,40,1.09,Kg,Para Neumáticos,13.22
1042,418,60,7.02,Unidad,Para Sistema de Combustible,32.67
1043,418,66,8.0,Unidad,Para Sistema de Combustible,87.62
1044,419,38,6.63,Litro,Para Motor,21.04
1045,419,28,7.57,Unidad,Para Motor,1350.76
1046,420,40,1.14,Kg,Para Sistema de Lubricación,13.22
1047,420,66,4.74,Unidad,Para Sistema de Lubricación,87.62
1048,421,11,4.03,Unidad,Para Sistema de Dirección,182.04
1049,421,42,7.24,Unidad,Para Sistema de Dirección,88.45
1050,422,36,1.31,Unidad,Para Cabina,867.16
1051,422,23,0.67,Unidad,Para Cabina,77.47
1052,422,70,3.83,Litro,Para Cabina,18.43
1053,423,44,0.64,Litro,Para Cuchara y Brazo,22.01
1054,424,37,3.58,Unidad,Para Sistema de Refrigeración,4664.11
1055,425,22,5.67,Unidad,Para Sistema de Transmisión,45.22
1056,426,21,3.46,Unidad,Para Sistema Hidráulico,4.69
1057,427,31,4.99,Unidad,Para Carrocería,24.59
1058,427,17,2.57,Unidad,Para Carrocería,2959.45
1059,427,37,8.68,Unidad,Para Carrocería,4664.11
1060,428,23,3.89,Unidad,Para Sistema de Escape,77.47
1061,428,8,4.39,Unidad,Para Sistema de Escape,38.39
1062,428,57,9.62,Unidad,Para Sistema de Escape,32.3
1063,429,5,9.89,Kg,Para Sistema Eléctrico,19.17
1064,429,68,1.38,Unidad,Para Sistema Eléctrico,5.19
1065,430,22,3.43,Unidad,Para Sistema de Frenos,45.22
1066,430,56,0.73,Unidad,Para Sistema de Frenos,810.73
1067,431,19,8.76,Unidad,Para Cuchara y Brazo,692.57
1068,431,14,8.73,Litro,Para Cuchara y Brazo,41.95
1069,431,53,0.58,Unidad,Para Cuchara y Brazo,314.96
1070,432,51,3.33,Unidad,Para Sistema de Transmisión,285.17
1071,432,70,2.65,Litro,Para Sistema de Transmisión,18.43
1072,433,23,1.67,Unidad,Para Neumáticos,77.47
1073,433,4,4.13,Litro,Para Neumáticos,24.05
1074,433,43,5.3,Unidad,Para Neumáticos,55.3
1075,434,2,2.3,Litro,Para Sistema de Lubricación,18.63
1076,434,69,2.63,Rollo,Para Sistema de Lubricación,11.83
1077,434,64,4.13,Litro,Para Sistema de Lubricación,37.39
1078,435,74,0.99,Unidad,Para Sistema Eléctrico,1428.35
1079,435,7,9.33,Unidad,Para Sistema Eléctrico,54.31
1080,436,1,1.13,Litro,Para Sistema de Combustible,22.6
1081,436,41,7.95,Unidad,Para Sistema de Combustible,55.7
1082,436,73,8.83,Metro,Para Sistema de Combustible,26.21
1083,436,26,8.45,Metro,Para Sistema de Combustible,66.92
1084,437,64,8.8,Litro,Para Sistema Hidráulico,37.39
1085,437,37,9.95,Unidad,Para Sistema Hidráulico,4664.11
1086,438,64,4.86,Litro,Para Sistema de Dirección,37.39
1087,439,42,7.03,Unidad,Para Sistema de Transmisión,88.45
1088,439,10,1.96,Unidad,Para Sistema de Transmisión,76.95
1089,439,72,5.72,Unidad,Para Sistema de Transmisión,879.87
1090,440,55,3.41,Unidad,Para Sistema de Dirección,1559.76
1091,440,9,6.74,Unidad,Para Sistema de Dirección,153.52
1092,441,49,6.57,Unidad,Para Tren de Rodaje,4020.01
1093,441,25,9.32,Unidad,Para Tren de Rodaje,252.67
1094,441,77,9.0,Litro,Para Tren de Rodaje,19.39
1095,441,78,1.85,Unidad,Para Tren de Rodaje,57.81
1096,442,27,8.1,Unidad,Para Cabina,39.85
1097,442,53,8.09,Unidad,Para Cabina,314.96
1098,442,31,2.84,Unidad,Para Cabina,24.59
1099,443,15,6.97,Litro,Para Sistema Eléctrico,22.71
1100,443,28,8.01,Unidad,Para Sistema Eléctrico,1350.76
1101,443,43,5.43,Unidad,Para Sistema Eléctrico,55.3
1102,443,55,5.76,Unidad,Para Sistema Eléctrico,1559.76
1103,444,63,1.01,Unidad,Para Motor,108.41
1104,445,30,2.09,Kg,Para Sistema de Frenos,9.85
1105,445,24,1.2,Unidad,Para Sistema de Frenos,44.49
1106,445,55,0.75,Unidad,Para Sistema de Frenos,1559.76
1107,445,51,5.23,Unidad,Para Sistema de Frenos,285.17
1108,446,32,9.61,Rollo,Para Sistema de Refrigeración,13.99
1109,446,40,2.23,Kg,Para Sistema de Refrigeración,13.22
1110,446,63,2.98,Unidad,Para Sistema de Refrigeración,108.41
1111,446,25,1.82,Unidad,Para Sistema de Refrigeración,252.67
1112,447,4,9.11,Litro,Para Filtros,24.05
1113,447,74,2.44,Unidad,Para Filtros,1428.35
1114,447,69,1.47,Rollo,Para Filtros,11.83
1115,447,7,9.22,Unidad,Para Filtros,54.31
1116,448,33,8.08,Rollo,Para Cuchara y Brazo,10.95
1117,448,46,5.06,Unidad,Para Cuchara y Brazo,2133.66
1118,448,23,7.31,Unidad,Para Cuchara y Brazo,77.47
1119,448,73,9.97,Metro,Para Cuchara y Brazo,26.21
1120,449,22,6.88,Unidad,Para Neumáticos,45.22
1121,449,9,7.34,Unidad,Para Neumáticos,153.52
1122,449,29,8.22,Unidad,Para Neumáticos,2962.21
1123,450,38,5.06,Litro,Para Sistema Hidráulico,21.04
1124,451,43,5.13,Unidad,Para Sistema de Escape,55.3
1125,452,76,8.74,Unidad,Para Sistema de Lubricación,102.65
1126,452,64,4.69,Litro,Para Sistema de Lubricación,37.39
1127,452,24,0.86,Unidad,Para Sistema de Lubricación,44.49
1128,453,49,0.64,Unidad,Para Carrocería,4020.01
1129,453,43,4.92,Unidad,Para Carrocería,55.3
1130,454,39,2.85,Litro,Para Sistema Eléctrico,19.86
1131,455,53,7.25,Unidad,Para Sistema de Refrigeración,314.96
1132,456,12,5.09,Unidad,Para Tren de Rodaje,112.53
1133,456,2,3.98,Litro,Para Tren de Rodaje,18.63
1134,457,42,3.19,Unidad,Para Neumáticos,88.45
1135,458,25,2.61,Unidad,Para Sistema de Transmisión,252.67
1136,458,46,4.89,Unidad,Para Sistema de Transmisión,2133.66
1137,459,20,4.1,Metro,Para Sistema de Lubricación,23.25
1138,459,69,1.51,Rollo,Para Sistema de Lubricación,11.83
1139,459,2,9.68,Litro,Para Sistema de Lubricación,18.63
1140,460,18,0.64,Unidad,Para Filtros,168.23
1141,460,9,5.49,Unidad,Para Filtros,153.52
1142,460,41,3.98,Unidad,Para Filtros,55.7
1143,460,10,9.0,Unidad,Para Filtros,76.95
1144,461,53,8.61,Unidad,Para Sistema de Combustible,314.96
1145,461,33,8.91,Rollo,Para Sistema de Combustible,10.95
1146,461,49,4.49,Unidad,Para Sistema de Combustible,4020.01
1147,462,20,8.07,Metro,Para Sistema de Escape,23.25
1148,462,25,2.88,Unidad,Para Sistema de Escape,252.67
1149,462,14,5.83,Litro,Para Sistema de Escape,41.95
1150,463,67,3.33,Litro,Para Sistema de Refrigeración,32.63
1151,463,54,9.39,Unidad,Para Sistema de Refrigeración,289.96
1152,464,39,0.96,Litro,Para Motor,19.86
1153,464,47,7.61,Rollo,Para Motor,10.46
1154,465,79,4.65,Kg,Para Carrocería,13.21
1155,465,28,3.68,Unidad,Para Carrocería,1350.76
1156,466,56,5.19,Unidad,Para Sistema de Dirección,810.73
1157,466,49,1.33,Unidad,Para Sistema de Dirección,4020.01
1158,466,64,7.19,Litro,Para Sistema de Dirección,37.39
1159,467,36,6.76,Unidad,Para Sistema de Transmisión,867.16
1160,467,77,2.61,Litro,Para Sistema de Transmisión,19.39
1161,467,80,3.29,Unidad,Para Sistema de Transmisión,91.42
1162,468,25,4.64,Unidad,Para Sistema Eléctrico,252.67
1163,468,9,7.1,Unidad,Para Sistema Eléctrico,153.52
1164,468,24,7.53,Unidad,Para Sistema Eléctrico,44.49
1165,468,13,3.12,Litro,Para Sistema Eléctrico,21.42
1166,469,53,3.79,Unidad,Para Tren de Rodaje,314.96
1167,469,24,9.42,Unidad,Para Tren de Rodaje,44.49
1168,469,6,8.91,Kg,Para Tren de Rodaje,15.65
1169,469,32,1.36,Rollo,Para Tren de Rodaje,13.99
1170,470,5,9.7,Kg,Para Sistema de Frenos,19.17
1171,470,9,8.92,Unidad,Para Sistema de Frenos,153.52
1172,470,59,2.96,Kg,Para Sistema de Frenos,15.9
1173,470,14,7.34,Litro,Para Sistema de Frenos,41.95
1174,471,66,5.32,Unidad,Para Neumáticos,87.62
1175,471,1,3.96,Litro,Para Neumáticos,22.6
1176,471,50,4.82,Litro,Para Neumáticos,26.83
1177,472,30,2.17,Kg,Para Sistema de Escape,9.85
1178,473,35,1.79,Unidad,Para Cuchara y Brazo,5.78
1179,473,60,9.61,Unidad,Para Cuchara y Brazo,32.67
1180,474,32,7.4,Rollo,Para Sistema de Transmisión,13.99
1181,474,47,8.1,Rollo,Para Sistema de Transmisión,10.46
1182,475,62,6.3,Unidad,Para Carrocería,2513.71
1183,476,2,5.74,Litro,Para Neumáticos,18.63
1184,477,71,3.02,Metro,Para Sistema Eléctrico,80.71
1185,477,4,1.11,Litro,Para Sistema Eléctrico,24.05
1186,477,17,9.16,Unidad,Para Sistema Eléctrico,2959.45
1187,477,57,5.89,Unidad,Para Sistema Eléctrico,32.3
1188,478,18,9.15,Unidad,Para Sistema Hidráulico,168.23
1189,478,12,9.52,Unidad,Para Sistema Hidráulico,112.53
1190,479,71,7.93,Metro,Para Sistema de Dirección,80.71
1191,479,63,4.53,Unidad,Para Sistema de Dirección,108.41
1192,480,29,9.86,Unidad,Para Sistema de Combustible,2962.21
1193,481,69,5.6,Rollo,Para Sistema de Frenos,11.83
1194,482,67,4.12,Litro,Para Carrocería,32.63
1195,482,41,7.14,Unidad,Para Carrocería,55.7
1196,483,58,4.12,Unidad,Para Cuchara y Brazo,83.68
1197,483,17,4.22,Unidad,Para Cuchara y Brazo,2959.45
1198,483,42,6.45,Unidad,Para Cuchara y Brazo,88.45
1199,483,61,7.56,Metro,Para Cuchara y Brazo,55.11
1200,484,52,6.51,Metro,Para Filtros,30.6
1201,484,60,7.13,Unidad,Para Filtros,32.67
1202,485,14,2.21,Litro,Para Neumáticos,41.95
1203,486,51,2.89,Unidad,Para Sistema de Dirección,285.17
1204,486,4,3.56,Litro,Para Sistema de Dirección,24.05
1205,486,14,3.12,Litro,Para Sistema de Dirección,41.95
1206,486,5,9.86,Kg,Para Sistema de Dirección,19.17
1207,487,29,5.08,Unidad,Para Sistema Eléctrico,2962.21
1208,488,20,6.19,Metro,Para Sistema de Transmisión,23.25
1209,489,33,7.3,Rollo,Para Cabina,10.95
1210,489,31,3.58,Unidad,Para Cabina,24.59
1211,489,80,1.67,Unidad,Para Cabina,91.42
1212,489,60,3.57,Unidad,Para Cabina,32.67
1213,490,37,5.96,Unidad,Para Sistema de Transmisión,4664.11
1214,491,36,1.12,Unidad,Para Motor,867.16
1215,491,47,6.25,Rollo,Para Motor,10.46
1216,491,3,0.57,Litro,Para Motor,28.41
1217,492,4,8.91,Litro,Para Neumáticos,24.05
1218,492,20,5.78,Metro,Para Neumáticos,23.25
1219,492,31,4.12,Unidad,Para Neumáticos,24.59
1220,493,26,6.82,Metro,Para Tren de Rodaje,66.92
1221,494,40,9.44,Kg,Para Sistema Eléctrico,13.22
1222,494,13,7.79,Litro,Para Sistema Eléctrico,21.42
1223,494,63,6.11,Unidad,Para Sistema Eléctrico,108.41
1224,495,2,4.18,Litro,Para Sistema de Escape,18.63
1225,496,42,2.53,Unidad,Para Sistema de Refrigeración,88.45
1226,496,47,1.0,Rollo,Para Sistema de Refrigeración,10.46
1227,497,44,4.81,Litro,Para Cabina,22.01
1228,497,63,4.18,Unidad,Para Cabina,108.41
1229,497,61,5.55,Metro,Para Cabina,55.11
1230,497,74,7.0,Unidad,Para Cabina,1428.35
1231,498,30,4.39,Kg,Para Carrocería,9.85
1232,499,22,3.98,Unidad,Para Sistema de Frenos,45.22
1233,499,9,6.64,Unidad,Para Sistema de Frenos,153.52
1234,499,61,0.95,Metro,Para Sistema de Frenos,55.11
1235,500,13,3.16,Litro,Para Sistema de Lubricación,21.42
1236,500,2,3.9,Litro,Para Sistema de Lubricación,18.63
1237,500,19,4.06,Unidad,Para Sistema de Lubricación,692.57
1238,501,79,2.06,Kg,Para Cuchara y Brazo,13.21
1239,501,31,1.13,Unidad,Para Cuchara y Brazo,24.59
1240,501,56,7.36,Unidad,Para Cuchara y Brazo,810.73
1241,502,58,1.07,Unidad,Para Sistema de Dirección,83.68
1242,502,43,8.0,Unidad,Para Sistema de Dirección,55.3
1243,503,41,4.35,Unidad,Para Sistema Hidráulico,55.7
1244,504,65,5.51,Litro,Para Neumáticos,16.21
1245,504,14,7.14,Litro,Para Neumáticos,41.95
1246,504,61,4.89,Metro,Para Neumáticos,55.11
1247,505,76,9.42,Unidad,Para Sistema de Refrigeración,102.65
1248,505,36,4.13,Unidad,Para Sistema de Refrigeración,867.16
1249,506,1,6.42,Litro,Para Filtros,22.6
1250,506,36,3.56,Unidad,Para Filtros,867.16
1251,506,7,5.02,Unidad,Para Filtros,54.31
1252,506,77,3.41,Litro,Para Filtros,19.39
1253,507,58,6.42,Unidad,Para Sistema de Transmisión,83.68
1254,507,66,5.15,Unidad,Para Sistema de Transmisión,87.62
1255,507,59,9.61,Kg,Para Sistema de Transmisión,15.9
1256,507,75,1.55,Kg,Para Sistema de Transmisión,15.27
1257,508,65,0.81,Litro,Para Cuchara y Brazo,16.21
1258,508,33,5.21,Rollo,Para Cuchara y Brazo,10.95
1259,508,56,4.33,Unidad,Para Cuchara y Brazo,810.73
1260,508,24,2.05,Unidad,Para Cuchara y Brazo,44.49
1261,509,44,8.63,Litro,Para Sistema de Combustible,22.01
1262,509,48,6.76,Kg,Para Sistema de Combustible,13.54
1263,509,49,8.79,Unidad,Para Sistema de Combustible,4020.01
1264,510,18,4.24,Unidad,Para Sistema de Escape,168.23
1265,510,46,8.9,Unidad,Para Sistema de Escape,2133.66
1266,511,65,5.43,Litro,Para Sistema Hidráulico,16.21
1267,511,73,2.16,Metro,Para Sistema Hidráulico,26.21
1268,511,17,8.8,Unidad,Para Sistema Hidráulico,2959.45
1269,511,29,2.02,Unidad,Para Sistema Hidráulico,2962.21
1270,512,26,1.72,Metro,Para Tren de Rodaje,66.92
1271,512,60,9.21,Unidad,Para Tren de Rodaje,32.67
1272,513,26,9.73,Metro,Para Sistema de Dirección,66.92
1273,514,30,1.97,Kg,Para Motor,9.85
1274,514,43,5.16,Unidad,Para Motor,55.3
1275,515,71,1.24,Metro,Para Sistema de Lubricación,80.71
1276,515,19,3.98,Unidad,Para Sistema de Lubricación,692.57
1277,515,69,9.67,Rollo,Para Sistema de Lubricación,11.83
1278,516,47,5.46,Rollo,Para Carrocería,10.46
1279,516,37,9.63,Unidad,Para Carrocería,4664.11
1280,516,55,3.15,Unidad,Para Carrocería,1559.76
1281,517,54,7.65,Unidad,Para Cabina,289.96
1282,517,15,6.98,Litro,Para Cabina,22.71
1283,517,74,1.21,Unidad,Para Cabina,1428.35
1284,517,63,4.93,Unidad,Para Cabina,108.41
1285,518,9,7.87,Unidad,Para Sistema Eléctrico,153.52
1286,519,77,8.95,Litro,Para Sistema de Transmisión,19.39
1287,519,2,8.14,Litro,Para Sistema de Transmisión,18.63
1288,519,24,4.92,Unidad,Para Sistema de Transmisión,44.49
1289,520,21,7.93,Unidad,Para Sistema Hidráulico,4.69
1290,521,30,7.7,Kg,Para Sistema de Escape,9.85
1291,521,35,1.06,Unidad,Para Sistema de Escape,5.78
1292,522,3,0.97,Litro,Para Filtros,28.41
1293,522,12,8.83,Unidad,Para Filtros,112.53
1294,522,21,0.61,Unidad,Para Filtros,4.69
1295,523,13,2.88,Litro,Para Sistema de Dirección,21.42
1296,523,28,6.35,Unidad,Para Sistema de Dirección,1350.76
1297,524,50,2.64,Litro,Para Sistema de Lubricación,26.83
1298,524,26,8.37,Metro,Para Sistema de Lubricación,66.92
1299,524,14,8.25,Litro,Para Sistema de Lubricación,41.95
1300,524,24,1.77,Unidad,Para Sistema de Lubricación,44.49
1301,525,72,7.38,Unidad,Para Neumáticos,879.87
1302,525,10,1.25,Unidad,Para Neumáticos,76.95
1303,525,48,1.86,Kg,Para Neumáticos,13.54
1304,526,79,4.61,Kg,Para Tren de Rodaje,13.21
1305,526,4,5.91,Litro,Para Tren de Rodaje,24.05
1306,526,62,2.81,Unidad,Para Tren de Rodaje,2513.71
1307,527,25,1.65,Unidad,Para Motor,252.67
1308,528,64,5.78,Litro,Para Sistema de Frenos,37.39
1309,528,8,4.98,Unidad,Para Sistema de Frenos,38.39
1310,529,3,3.88,Litro,Para Cabina,28.41
1311,529,45,2.57,Unidad,Para Cabina,103.68
1312,530,68,5.09,Unidad,Para Sistema de Refrigeración,5.19
1313,530,59,9.16,Kg,Para Sistema de Refrigeración,15.9
1314,531,65,5.78,Litro,Para Sistema de Transmisión,16.21
1315,531,62,1.06,Unidad,Para Sistema de Transmisión,2513.71
1316,531,7,0.92,Unidad,Para Sistema de Transmisión,54.31
1317,531,78,6.43,Unidad,Para Sistema de Transmisión,57.81
1318,532,14,7.8,Litro,Para Carrocería,41.95
1319,532,10,9.61,Unidad,Para Carrocería,76.95
1320,532,34,9.11,Unidad,Para Carrocería,53.29
1321,532,3,9.75,Litro,Para Carrocería,28.41
1322,533,59,9.61,Kg,Para Cuchara y Brazo,15.9
1323,533,57,3.35,Unidad,Para Cuchara y Brazo,32.3
1324,533,47,9.31,Rollo,Para Cuchara y Brazo,10.46
1325,534,67,6.38,Litro,Para Sistema Hidráulico,32.63
1326,535,62,1.31,Unidad,Para Tren de Rodaje,2513.71
1327,535,7,7.79,Unidad,Para Tren de Rodaje,54.31
1328,535,66,4.82,Unidad,Para Tren de Rodaje,87.62
1329,535,58,9.91,Unidad,Para Tren de Rodaje,83.68
1330,536,11,8.1,Unidad,Para Sistema de Refrigeración,182.04
1331,536,53,1.27,Unidad,Para Sistema de Refrigeración,314.96
1332,536,47,0.7,Rollo,Para Sistema de Refrigeración,10.46
1333,536,29,2.04,Unidad,Para Sistema de Refrigeración,2962.21
1334,537,15,5.69,Litro,Para Sistema de Escape,22.71
1335,537,6,1.2,Kg,Para Sistema de Escape,15.65
1336,538,22,1.17,Unidad,Para Sistema de Lubricación,45.22
1337,538,69,5.3,Rollo,Para Sistema de Lubricación,11.83
1338,538,54,4.07,Unidad,Para Sistema de Lubricación,289.96
1339,539,2,5.03,Litro,Para Motor,18.63
1340,539,11,4.79,Unidad,Para Motor,182.04
1341,539,60,4.06,Unidad,Para Motor,32.67
1342,540,58,5.52,Unidad,Para Sistema de Transmisión,83.68
1343,540,25,4.42,Unidad,Para Sistema de Transmisión,252.67
1344,540,80,2.14,Unidad,Para Sistema de Transmisión,91.42
1345,540,69,6.85,Rollo,Para Sistema de Transmisión,11.83
1346,541,30,5.48,Kg,Para Cabina,9.85
1347,541,48,1.06,Kg,Para Cabina,13.54
1348,541,7,8.3,Unidad,Para Cabina,54.31
1349,541,63,8.52,Unidad,Para Cabina,108.41
1350,542,57,4.13,Unidad,Para Sistema de Combustible,32.3
1351,542,79,1.96,Kg,Para Sistema de Combustible,13.21
1352,542,59,2.0,Kg,Para Sistema de Combustible,15.9
1353,543,37,1.46,Unidad,Para Carrocería,4664.11
1354,544,70,9.79,Litro,Para Sistema de Frenos,18.43
1355,544,48,5.77,Kg,Para Sistema de Frenos,13.54
1356,545,64,8.8,Litro,Para Sistema de Refrigeración,37.39
1357,545,26,5.66,Metro,Para Sistema de Refrigeración,66.92
1358,546,14,9.9,Litro,Para Sistema de Dirección,41.95
1359,547,17,5.88,Unidad,Para Tren de Rodaje,2959.45
1360,547,29,4.0,Unidad,Para Tren de Rodaje,2962.21
1361,547,11,6.14,Unidad,Para Tren de Rodaje,182.04
1362,547,28,4.35,Unidad,Para Tren de Rodaje,1350.76
1363,548,48,7.08,Kg,Para Sistema de Lubricación,13.54
1364,549,65,5.36,Litro,Para Neumáticos,16.21
