id,actividad_id,insumo_id,cantidad,unidad,especificaciones,costo_unitario,costo_total
364,508,61,2.43,Pliego,Requerido para Verificar sprockets,1.73,4.20
365,508,18,3.81,Unidad,Requerido para Verificar sprockets,176.73,673.34
366,510,76,3.63,Unidad,Requerido para Revisar convertidor,1.67,6.06
367,512,77,4.07,Metro,Requerido para Pintar partes oxidadas,71.69,291.78
368,512,78,2.45,Unidad,Requerido para Pintar partes oxidadas,3.29,8.06
369,512,30,1.25,Kg,Requerido para Pintar partes oxidadas,7.86,9.83
370,517,13,4.60,Litro,Requerido para Verificar termostato,21.90,100.74
371,517,22,2.01,Unidad,Requerido para Verificar termostato,33.32,66.97
372,518,78,3.43,Unidad,Requerido para Cambiar bocinas,3.29,11.28
373,521,60,3.18,Unidad,Requerido para Revisar nivel de refrigerante,3.00,9.54
374,521,1,2.77,Litro,Requerido para Revisar nivel de refrigerante,26.81,74.26
375,521,2,4.83,Litro,Requerido para Revisar nivel de refrigerante,17.88,86.36
376,524,1,4.94,Litro,Requerido para Limpiar trampa de agua,26.81,132.44
377,524,67,3.57,Unidad,Requerido para Limpiar trampa de agua,3.52,12.57
378,524,7,4.41,Unidad,Requerido para Limpiar trampa de agua,40.85,180.15
379,525,3,3.74,Litro,Requerido para Engrasar articulaciones,36.87,137.89
380,527,48,3.40,Pliego,Requerido para Cambiar filtro de cabina,1.57,5.34
381,527,2,2.34,Litro,Requerido para Cambiar filtro de cabina,17.88,41.84
382,527,69,3.07,Litro,Requerido para Cambiar filtro de cabina,26.98,82.83
383,528,16,1.74,Unidad,Requerido para Revisar asiento,4290.92,7466.20
384,528,32,2.08,Rollo,Requerido para Revisar asiento,12.22,25.42
385,528,47,3.40,Kg,Requerido para Revisar asiento,9.44,32.10
386,530,62,3.97,Unidad,Requerido para Limpiar trampa de agua,99.38,394.54
387,531,80,1.70,Unidad,Requerido para Cambiar bocinas,172.31,292.93
388,531,15,4.77,Litro,Requerido para Cambiar bocinas,18.94,90.34
389,533,53,3.54,Unidad,Requerido para Verificar tablero,1053.50,3729.39
390,537,59,1.42,Unidad,Requerido para Verificar cardanes,0.59,0.84
391,538,19,1.36,Unidad,Requerido para Revisar terminales,895.75,1218.22
392,538,46,2.46,Litro,Requerido para Revisar terminales,27.33,67.23
393,539,3,4.71,Litro,Requerido para Engrasar puntos de lubricación,36.87,173.66
394,539,42,4.31,Unidad,Requerido para Engrasar puntos de lubricación,14.16,61.03
395,542,30,3.81,Kg,Requerido para Limpiar radiador,7.86,29.95
396,543,44,1.74,Unidad,Requerido para Revisar mangueras,88.15,153.38
397,543,12,4.12,Unidad,Requerido para Revisar mangueras,96.61,398.03
398,543,23,4.85,Unidad,Requerido para Revisar mangueras,76.86,372.77
399,546,46,2.54,Litro,Requerido para Revisar tensión de cadena,27.33,69.42
400,549,2,2.88,Litro,Requerido para Revisar asiento,17.88,51.49
401,549,6,4.58,Kg,Requerido para Revisar asiento,11.87,54.36
402,553,5,4.86,Kg,Requerido para Cambiar aceite de motor,13.83,67.21
403,553,13,2.09,Litro,Requerido para Cambiar aceite de motor,21.90,45.77
404,559,37,4.82,Unidad,Requerido para Revisar turbo,1.38,6.65
405,559,62,4.87,Unidad,Requerido para Revisar turbo,99.38,483.98
406,559,80,4.05,Unidad,Requerido para Revisar turbo,172.31,697.86
407,561,59,4.08,Unidad,Requerido para Revisar cinturón de seguridad,0.59,2.41
408,561,45,4.40,Unidad,Requerido para Revisar cinturón de seguridad,58.60,257.84
409,562,75,2.95,Rollo,Requerido para Verificar cardanes,15.57,45.93
410,562,53,2.63,Unidad,Requerido para Verificar cardanes,1053.50,2770.71
411,563,80,3.12,Unidad,Requerido para Cambiar sellos de cilindro,172.31,537.61
412,566,9,4.86,Unidad,Requerido para Revisar batería,119.93,582.86
413,566,53,2.86,Unidad,Requerido para Revisar batería,1053.50,3013.01
414,566,21,4.70,Unidad,Requerido para Revisar batería,5.01,23.55
415,568,43,3.34,Unidad,Requerido para Rotar neumáticos,112.47,375.65
416,568,1,2.69,Litro,Requerido para Rotar neumáticos,26.81,72.12
417,568,13,3.52,Litro,Requerido para Rotar neumáticos,21.90,77.09
418,569,7,1.01,Unidad,Requerido para Verificar silenciador,40.85,41.26
419,569,52,3.08,Unidad,Requerido para Verificar silenciador,218.84,674.03
420,573,53,2.67,Unidad,Requerido para Reparar abolladuras,1053.50,2812.85
421,574,36,4.23,Unidad,Requerido para Cambiar filtro de combustible,2.74,11.59
422,574,61,1.52,Pliego,Requerido para Cambiar filtro de combustible,1.73,2.63
423,574,53,4.36,Unidad,Requerido para Cambiar filtro de combustible,1053.50,4593.26
424,577,56,3.12,Unidad,Requerido para Verificar cilindros,17.23,53.76
425,577,67,1.67,Unidad,Requerido para Verificar cilindros,3.52,5.88
426,577,24,4.34,Unidad,Requerido para Verificar cilindros,42.98,186.53
427,589,70,1.68,Unidad,Requerido para Lavar equipo completo,48.52,81.51
428,589,33,1.67,Spray,Requerido para Lavar equipo completo,16.08,26.85
429,589,41,3.90,Unidad,Requerido para Lavar equipo completo,0.48,1.87
430,593,74,4.72,Unidad,Requerido para Verificar cardanes,217.94,1028.68
431,597,57,3.87,Unidad,Requerido para Limpiar filtros de aire acondicionado,133.39,516.22
432,597,69,4.00,Litro,Requerido para Limpiar filtros de aire acondicionado,26.98,107.92
433,598,40,2.60,Unidad,Requerido para Cambiar refrigerante,23.36,60.74
434,598,39,1.83,Kit,Requerido para Cambiar refrigerante,47.51,86.94
435,599,4,3.58,Litro,Requerido para Revisar batería,27.70,99.17
436,599,29,2.18,Unidad,Requerido para Revisar batería,2414.37,5263.33
437,600,52,2.62,Unidad,Requerido para Cambiar filtro de cabina,218.84,573.36
438,600,32,1.04,Rollo,Requerido para Cambiar filtro de cabina,12.22,12.71
439,602,32,3.09,Rollo,Requerido para Cambiar cañerías,12.22,37.76
440,602,55,3.79,Kg,Requerido para Cambiar cañerías,10.52,39.87
441,602,64,2.28,Unidad,Requerido para Cambiar cañerías,56.35,128.48
442,605,25,3.16,Unidad,Requerido para Revisar nivel de refrigerante,269.56,851.81
443,606,6,2.72,Kg,Requerido para Limpiar filtros de aire acondicionado,11.87,32.29
444,607,31,1.95,Unidad,Requerido para Revisar pastillas,25.38,49.49
445,607,7,1.99,Unidad,Requerido para Revisar pastillas,40.85,81.29
446,610,1,4.44,Litro,Requerido para Pintar partes oxidadas,26.81,119.04
447,611,4,1.58,Litro,Requerido para Revisar convertidor,27.70,43.77
448,611,58,2.05,Unidad,Requerido para Revisar convertidor,3.64,7.46
449,617,45,3.91,Unidad,Requerido para Revisar bomba de dirección,58.60,229.13
450,617,23,2.07,Unidad,Requerido para Revisar bomba de dirección,76.86,159.10
451,620,43,1.58,Unidad,Requerido para Reparar pinchazo,112.47,177.70
452,625,27,2.52,Unidad,Requerido para Cambiar refrigerante,35.91,90.49
453,625,60,4.27,Unidad,Requerido para Cambiar refrigerante,3.00,12.81
454,627,53,1.21,Unidad,Requerido para Inspeccionar rodillos,1053.50,1274.74
455,627,1,2.83,Litro,Requerido para Inspeccionar rodillos,26.81,75.87
456,627,34,4.09,Spray,Requerido para Inspeccionar rodillos,12.09,49.45
457,630,63,2.79,Unidad,Requerido para Revisar tubo de escape,6.08,16.96
458,630,33,2.56,Spray,Requerido para Revisar tubo de escape,16.08,41.16
459,630,36,1.26,Unidad,Requerido para Revisar tubo de escape,2.74,3.45
460,634,52,2.11,Unidad,Requerido para Verificar termostato,218.84,461.75
461,634,55,4.51,Kg,Requerido para Verificar termostato,10.52,47.45
462,643,80,3.30,Unidad,Requerido para Verificar líquido de frenos,172.31,568.62
463,644,62,2.36,Unidad,Requerido para Verificar sprockets,99.38,234.54
464,644,76,1.82,Unidad,Requerido para Verificar sprockets,1.67,3.04
465,648,49,1.04,Unidad,Requerido para Limpiar trampa de agua,4.68,4.87
466,650,74,2.04,Unidad,Requerido para Reparar pinchazo,217.94,444.60
467,650,11,4.85,Unidad,Requerido para Reparar pinchazo,146.31,709.60
468,650,54,1.08,Kg,Requerido para Reparar pinchazo,13.04,14.08
469,654,51,4.73,Unidad,Requerido para Engrasar crucetas,45.82,216.73
470,657,45,2.13,Unidad,Requerido para Revisar inyectores,58.60,124.82
471,658,12,2.53,Unidad,Requerido para Revisar cinturón de seguridad,96.61,244.42
472,658,30,3.52,Kg,Requerido para Revisar cinturón de seguridad,7.86,27.67
473,659,8,4.55,Unidad,Requerido para Revisar vidrios,41.64,189.46
474,659,56,4.26,Unidad,Requerido para Revisar vidrios,17.23,73.40
475,660,27,2.06,Unidad,Requerido para Revisar tubo de escape,35.91,73.97
476,660,53,4.36,Unidad,Requerido para Revisar tubo de escape,1053.50,4593.26
477,661,67,1.11,Unidad,Requerido para Medir desgaste de zapatas,3.52,3.91
478,661,43,4.46,Unidad,Requerido para Medir desgaste de zapatas,112.47,501.62
479,663,45,2.60,Unidad,Requerido para Revisar discos,58.60,152.36
480,663,6,1.28,Kg,Requerido para Revisar discos,11.87,15.19
481,664,2,4.42,Litro,Requerido para Revisar bomba de agua,17.88,79.03
482,664,79,3.95,Unidad,Requerido para Revisar bomba de agua,0.54,2.13
483,664,60,3.29,Unidad,Requerido para Revisar bomba de agua,3.00,9.87
484,665,66,3.67,Litro,Requerido para Cambiar bocinas,34.56,126.84
485,666,38,2.57,Unidad,Requerido para Verificar bomba de combustible,0.47,1.21
486,666,17,4.76,Unidad,Requerido para Verificar bomba de combustible,3202.55,15244.14
487,667,69,3.94,Litro,Requerido para Inspeccionar rodillos,26.98,106.30
488,676,4,4.96,Litro,Requerido para Lavar equipo completo,27.70,137.39
489,676,28,2.30,Unidad,Requerido para Lavar equipo completo,1222.27,2811.22
490,681,46,1.44,Litro,Requerido para Drenar tanque,27.33,39.36
491,681,40,2.28,Unidad,Requerido para Drenar tanque,23.36,53.26
492,682,21,2.01,Unidad,Requerido para Reparar pinchazo,5.01,10.07
493,686,60,2.94,Unidad,Requerido para Revisar asiento,3.00,8.82
494,686,55,3.33,Kg,Requerido para Revisar asiento,10.52,35.03
495,686,8,2.90,Unidad,Requerido para Revisar asiento,41.64,120.76
496,689,58,4.22,Unidad,Requerido para Verificar funcionamiento de motor,3.64,15.36
497,692,68,1.12,Unidad,Requerido para Soldar refuerzos,323.88,362.75
498,692,14,1.58,Litro,Requerido para Soldar refuerzos,32.61,51.52
499,699,58,1.74,Unidad,Requerido para Cambiar filtro de cabina,3.64,6.33
500,699,67,2.15,Unidad,Requerido para Cambiar filtro de cabina,3.52,7.57
501,699,77,3.32,Metro,Requerido para Cambiar filtro de cabina,71.69,238.01
502,700,51,1.99,Unidad,Requerido para Ajustar embrague,45.82,91.18
503,700,73,3.55,Litro,Requerido para Ajustar embrague,24.39,86.58
504,700,33,1.56,Spray,Requerido para Ajustar embrague,16.08,25.08
505,704,39,4.39,Kit,Requerido para Revisar tubo de escape,47.51,208.57
506,707,65,2.53,Unidad,Requerido para Cambiar aceite de transmisión,1.94,4.91
507,709,4,1.20,Litro,Requerido para Verificar cilindros,27.70,33.24
508,714,3,1.83,Litro,Requerido para Revisar convertidor,36.87,67.47
509,714,65,2.14,Unidad,Requerido para Revisar convertidor,1.94,4.15
510,714,18,4.90,Unidad,Requerido para Revisar convertidor,176.73,865.98
511,717,41,2.74,Unidad,Requerido para Inspeccionar desgaste,0.48,1.32
512,717,28,3.54,Unidad,Requerido para Inspeccionar desgaste,1222.27,4326.84
513,721,80,1.38,Unidad,Requerido para Verificar sprockets,172.31,237.79
514,721,26,4.22,Metro,Requerido para Verificar sprockets,70.24,296.41
515,721,14,2.83,Litro,Requerido para Verificar sprockets,32.61,92.29
516,725,19,2.82,Unidad,Requerido para Engrasar puntos de lubricación,895.75,2526.02
517,725,69,2.75,Litro,Requerido para Engrasar puntos de lubricación,26.98,74.20
518,733,32,1.31,Rollo,Requerido para Ajustar pernos de rueda,12.22,16.01
519,737,61,1.11,Pliego,Requerido para Ajustar embrague,1.73,1.92
520,737,79,4.94,Unidad,Requerido para Ajustar embrague,0.54,2.67
521,737,30,3.01,Kg,Requerido para Ajustar embrague,7.86,23.66
522,739,46,4.95,Litro,Requerido para Limpiar radiador,27.33,135.28
523,739,64,3.68,Unidad,Requerido para Limpiar radiador,56.35,207.37
524,740,41,1.37,Unidad,Requerido para Cambiar filtro de combustible,0.48,0.66
525,740,43,2.41,Unidad,Requerido para Cambiar filtro de combustible,112.47,271.05
526,740,17,1.79,Unidad,Requerido para Cambiar filtro de combustible,3202.55,5732.56
527,742,54,4.99,Kg,Requerido para Cambiar sellos de cilindro,13.04,65.07
528,742,78,1.76,Unidad,Requerido para Cambiar sellos de cilindro,3.29,5.79
529,742,14,3.25,Litro,Requerido para Cambiar sellos de cilindro,32.61,105.98
530,743,24,1.26,Unidad,Requerido para Ajustar frenos,42.98,54.15
531,745,61,1.20,Pliego,Requerido para Inspeccionar DPF,1.73,2.08
532,745,42,4.71,Unidad,Requerido para Inspeccionar DPF,14.16,66.69
533,745,21,3.67,Unidad,Requerido para Inspeccionar DPF,5.01,18.39
534,754,68,4.54,Unidad,Requerido para Verificar alternador,323.88,1470.42
535,757,51,3.20,Unidad,Requerido para Revisar inyectores,45.82,146.62
536,757,22,3.91,Unidad,Requerido para Revisar inyectores,33.32,130.28
537,763,10,1.99,Unidad,Requerido para Cambiar bocinas,79.32,157.85
538,771,20,4.20,Metro,Requerido para Purgar sistema de frenos,23.31,97.90
539,771,67,2.64,Unidad,Requerido para Purgar sistema de frenos,3.52,9.29
540,772,17,2.89,Unidad,Requerido para Cambiar cañerías,3202.55,9255.37
541,776,55,4.10,Kg,Requerido para Revisar tensión de cadena,10.52,43.13
542,777,12,4.39,Unidad,Requerido para Drenar tanque,96.61,424.12
543,777,40,2.35,Unidad,Requerido para Drenar tanque,23.36,54.90
544,777,73,3.99,Litro,Requerido para Drenar tanque,24.39,97.32
545,781,25,1.43,Unidad,Requerido para Revisar bomba de dirección,269.56,385.47
546,781,23,4.33,Unidad,Requerido para Revisar bomba de dirección,76.86,332.80
547,785,66,4.03,Litro,Requerido para Revisar bomba de agua,34.56,139.28
548,785,2,2.42,Litro,Requerido para Revisar bomba de agua,17.88,43.27
549,790,29,2.00,Unidad,Requerido para Verificar presión,2414.37,4828.74
550,790,50,4.89,Kg,Requerido para Verificar presión,18.78,91.83
551,791,56,2.51,Unidad,Requerido para Ajustar válvulas,17.23,43.25
552,791,64,3.30,Unidad,Requerido para Ajustar válvulas,56.35,185.96
553,791,35,1.08,Unidad,Requerido para Ajustar válvulas,2.72,2.94
554,797,34,1.78,Spray,Requerido para Cambiar filtro de combustible,12.09,21.52
555,797,30,2.83,Kg,Requerido para Cambiar filtro de combustible,7.86,22.24
556,799,12,3.06,Unidad,Requerido para Revisar bomba de agua,96.61,295.63
557,799,76,2.96,Unidad,Requerido para Revisar bomba de agua,1.67,4.94
558,799,19,1.75,Unidad,Requerido para Revisar bomba de agua,895.75,1567.56
559,801,38,3.18,Unidad,Requerido para Verificar silenciador,0.47,1.49
560,801,40,2.03,Unidad,Requerido para Verificar silenciador,23.36,47.42
561,802,25,1.78,Unidad,Requerido para Engrasar crucetas,269.56,479.82
562,802,29,3.09,Unidad,Requerido para Engrasar crucetas,2414.37,7460.40
563,806,15,4.80,Litro,Requerido para Verificar tablero,18.94,90.91
564,807,28,2.63,Unidad,Requerido para Revisar turbo,1222.27,3214.57
565,807,50,1.13,Kg,Requerido para Revisar turbo,18.78,21.22
566,808,8,3.01,Unidad,Requerido para Reparar pinchazo,41.64,125.34
567,815,16,3.86,Unidad,Requerido para Revisar nivel de refrigerante,4290.92,16562.95
568,822,78,1.90,Unidad,Requerido para Pintar partes oxidadas,3.29,6.25
569,822,32,1.63,Rollo,Requerido para Pintar partes oxidadas,12.22,19.92
570,822,79,1.73,Unidad,Requerido para Pintar partes oxidadas,0.54,0.93
571,824,9,1.41,Unidad,Requerido para Revisar mangueras,119.93,169.10
572,824,69,4.06,Litro,Requerido para Revisar mangueras,26.98,109.54
573,824,62,1.94,Unidad,Requerido para Revisar mangueras,99.38,192.80
574,825,80,4.75,Unidad,Requerido para Revisar inyectores,172.31,818.47
575,825,5,2.40,Kg,Requerido para Revisar inyectores,13.83,33.19
576,825,29,3.33,Unidad,Requerido para Revisar inyectores,2414.37,8039.85
577,831,50,1.69,Kg,Requerido para Revisar tubo de escape,18.78,31.74
578,831,62,3.66,Unidad,Requerido para Revisar tubo de escape,99.38,363.73
579,831,75,1.18,Rollo,Requerido para Revisar tubo de escape,15.57,18.37
580,834,59,3.12,Unidad,Requerido para Limpiar radiador,0.59,1.84
581,835,6,1.45,Kg,Requerido para Verificar silenciador,11.87,17.21
582,835,77,2.32,Metro,Requerido para Verificar silenciador,71.69,166.32
583,835,65,1.92,Unidad,Requerido para Verificar silenciador,1.94,3.72
584,836,76,1.52,Unidad,Requerido para Drenar tanque,1.67,2.54
585,836,19,2.05,Unidad,Requerido para Drenar tanque,895.75,1836.29
586,836,68,2.01,Unidad,Requerido para Drenar tanque,323.88,651.00
587,837,39,3.19,Kit,Requerido para Cambiar cañerías,47.51,151.56
588,837,13,4.70,Litro,Requerido para Cambiar cañerías,21.90,102.93
589,838,74,1.13,Unidad,Requerido para Revisar tensión de cadena,217.94,246.27
590,838,40,1.27,Unidad,Requerido para Revisar tensión de cadena,23.36,29.67
591,838,14,3.87,Litro,Requerido para Revisar tensión de cadena,32.61,126.20
592,839,72,1.81,Unidad,Requerido para Cambiar filtro de combustible,5.86,10.61
593,840,72,2.96,Unidad,Requerido para Cambiar aceite hidráulico,5.86,17.35
594,840,28,3.08,Unidad,Requerido para Cambiar aceite hidráulico,1222.27,3764.59
595,840,12,3.81,Unidad,Requerido para Cambiar aceite hidráulico,96.61,368.08
596,841,7,1.77,Unidad,Requerido para Revisar discos,40.85,72.30
597,841,39,3.65,Kit,Requerido para Revisar discos,47.51,173.41
598,848,77,2.31,Metro,Requerido para Inspeccionar correas,71.69,165.60
599,848,31,4.82,Unidad,Requerido para Inspeccionar correas,25.38,122.33
600,850,73,1.24,Litro,Requerido para Ajustar pernos de rueda,24.39,30.24
601,850,56,4.40,Unidad,Requerido para Ajustar pernos de rueda,17.23,75.81
602,852,30,3.90,Kg,Requerido para Revisar soportes de motor,7.86,30.65
603,852,68,3.03,Unidad,Requerido para Revisar soportes de motor,323.88,981.36
604,859,45,1.98,Unidad,Requerido para Verificar pasadores,58.60,116.03
605,859,23,3.83,Unidad,Requerido para Verificar pasadores,76.86,294.37
606,860,34,1.32,Spray,Requerido para Revisar terminales,12.09,15.96
607,860,14,2.27,Litro,Requerido para Revisar terminales,32.61,74.02
608,860,18,4.25,Unidad,Requerido para Revisar terminales,176.73,751.10
609,861,11,1.69,Unidad,Requerido para Engrasar puntos de lubricación,146.31,247.26
610,861,18,4.93,Unidad,Requerido para Engrasar puntos de lubricación,176.73,871.28
611,861,12,2.32,Unidad,Requerido para Engrasar puntos de lubricación,96.61,224.14
612,862,15,3.99,Litro,Requerido para Engrasar articulaciones,18.94,75.57
613,863,17,2.78,Unidad,Requerido para Reparar abolladuras,3202.55,8903.09
614,863,29,3.44,Unidad,Requerido para Reparar abolladuras,2414.37,8305.43
615,863,76,1.73,Unidad,Requerido para Reparar abolladuras,1.67,2.89
616,866,10,1.57,Unidad,Requerido para Verificar controles,79.32,124.53
617,871,21,4.10,Unidad,Requerido para Verificar líquido de frenos,5.01,20.54
618,876,47,3.73,Kg,Requerido para Revisar nivel de refrigerante,9.44,35.21
619,876,8,4.86,Unidad,Requerido para Revisar nivel de refrigerante,41.64,202.37
620,876,45,1.12,Unidad,Requerido para Revisar nivel de refrigerante,58.60,65.63
621,881,72,2.82,Unidad,Requerido para Purgar sistema de frenos,5.86,16.53
622,882,20,4.18,Metro,Requerido para Limpiar filtros de aire acondicionado,23.31,97.44
623,882,66,4.72,Litro,Requerido para Limpiar filtros de aire acondicionado,34.56,163.12
624,883,5,4.83,Kg,Requerido para Revisar dientes,13.83,66.80
625,884,17,4.67,Unidad,Requerido para Cambiar filtro de aceite,3202.55,14955.91
626,884,5,1.77,Kg,Requerido para Cambiar filtro de aceite,13.83,24.48
627,884,12,2.71,Unidad,Requerido para Cambiar filtro de aceite,96.61,261.81
628,886,24,1.83,Unidad,Requerido para Revisar terminales,42.98,78.65
629,887,38,4.01,Unidad,Requerido para Medir desgaste de zapatas,0.47,1.88
630,887,26,3.02,Metro,Requerido para Medir desgaste de zapatas,70.24,212.12
631,887,33,2.77,Spray,Requerido para Medir desgaste de zapatas,16.08,44.54
632,889,21,1.47,Unidad,Requerido para Revisar turbo,5.01,7.36
633,889,31,1.86,Unidad,Requerido para Revisar turbo,25.38,47.21
634,891,13,1.31,Litro,Requerido para Verificar controles,21.90,28.69
635,894,60,1.70,Unidad,Requerido para Inspeccionar desgaste,3.00,5.10
636,894,25,3.73,Unidad,Requerido para Inspeccionar desgaste,269.56,1005.46
637,894,20,1.86,Metro,Requerido para Inspeccionar desgaste,23.31,43.36
638,895,66,1.22,Litro,Requerido para Verificar líquido de frenos,34.56,42.16
639,895,71,1.44,Unidad,Requerido para Verificar líquido de frenos,100.49,144.71
640,895,74,4.38,Unidad,Requerido para Verificar líquido de frenos,217.94,954.58
641,896,20,1.66,Metro,Requerido para Reparar abolladuras,23.31,38.69
642,897,26,4.68,Metro,Requerido para Medir presiones de bomba,70.24,328.72
643,902,36,2.83,Unidad,Requerido para Inspeccionar conexiones,2.74,7.75
644,902,73,2.27,Litro,Requerido para Inspeccionar conexiones,24.39,55.37
645,907,43,3.22,Unidad,Requerido para Cambiar refrigerante,112.47,362.15
646,907,2,1.71,Litro,Requerido para Cambiar refrigerante,17.88,30.57
647,907,72,2.28,Unidad,Requerido para Cambiar refrigerante,5.86,13.36
648,910,6,3.92,Kg,Requerido para Engrasar crucetas,11.87,46.53
649,910,42,3.51,Unidad,Requerido para Engrasar crucetas,14.16,49.70
650,912,51,2.19,Unidad,Requerido para Limpiar trampa de agua,45.82,100.35
651,918,39,2.35,Kit,Requerido para Reparar abolladuras,47.51,111.65
652,918,43,3.74,Unidad,Requerido para Reparar abolladuras,112.47,420.64
653,918,35,2.24,Unidad,Requerido para Reparar abolladuras,2.72,6.09
654,921,20,3.28,Metro,Requerido para Verificar presión,23.31,76.46
655,921,39,2.05,Kit,Requerido para Verificar presión,47.51,97.40
656,921,55,3.00,Kg,Requerido para Verificar presión,10.52,31.56
657,922,28,3.02,Unidad,Requerido para Verificar termostato,1222.27,3691.26
658,922,69,1.79,Litro,Requerido para Verificar termostato,26.98,48.29
659,922,13,2.66,Litro,Requerido para Verificar termostato,21.90,58.25
660,925,61,2.27,Pliego,Requerido para Revisar terminales,1.73,3.93
661,928,78,3.62,Unidad,Requerido para Verificar motor de arranque,3.29,11.91
662,928,18,1.29,Unidad,Requerido para Verificar motor de arranque,176.73,227.98
663,928,11,2.32,Unidad,Requerido para Verificar motor de arranque,146.31,339.44
664,930,42,4.55,Unidad,Requerido para Verificar controles,14.16,64.43
665,930,60,2.12,Unidad,Requerido para Verificar controles,3.00,6.36
666,930,61,2.91,Pliego,Requerido para Verificar controles,1.73,5.03
667,932,39,4.53,Kit,Requerido para Revisar vidrios,47.51,215.22
668,932,78,2.17,Unidad,Requerido para Revisar vidrios,3.29,7.14
669,932,32,2.00,Rollo,Requerido para Revisar vidrios,12.22,24.44
670,936,64,2.29,Unidad,Requerido para Inspeccionar DPF,56.35,129.04
671,936,11,2.69,Unidad,Requerido para Inspeccionar DPF,146.31,393.57
672,937,78,4.19,Unidad,Requerido para Revisar luces de trabajo,3.29,13.79
673,937,57,3.28,Unidad,Requerido para Revisar luces de trabajo,133.39,437.52
674,942,60,4.64,Unidad,Requerido para Lavar equipo completo,3.00,13.92
675,942,42,2.61,Unidad,Requerido para Lavar equipo completo,14.16,36.96
676,943,74,4.56,Unidad,Requerido para Engrasar puntos de lubricación,217.94,993.81
677,943,8,2.88,Unidad,Requerido para Engrasar puntos de lubricación,41.64,119.92
678,943,48,1.51,Pliego,Requerido para Engrasar puntos de lubricación,1.57,2.37
679,944,39,3.41,Kit,Requerido para Revisar bomba de dirección,47.51,162.01
680,944,34,4.21,Spray,Requerido para Revisar bomba de dirección,12.09,50.90
681,944,11,4.63,Unidad,Requerido para Revisar bomba de dirección,146.31,677.42
682,947,29,3.85,Unidad,Requerido para Verificar tablero,2414.37,9295.32
683,947,35,4.96,Unidad,Requerido para Verificar tablero,2.72,13.49
684,947,55,2.51,Kg,Requerido para Verificar tablero,10.52,26.41
685,948,58,3.12,Unidad,Requerido para Verificar termostato,3.64,11.36
686,948,19,4.12,Unidad,Requerido para Verificar termostato,895.75,3690.49
687,956,21,2.16,Unidad,Requerido para Cambiar filtro de aceite,5.01,10.82
688,958,24,3.12,Unidad,Requerido para Revisar inyectores,42.98,134.10
689,958,5,3.67,Kg,Requerido para Revisar inyectores,13.83,50.76
690,960,64,4.35,Unidad,Requerido para Verificar tablero,56.35,245.12
691,962,5,2.50,Kg,Requerido para Ajustar válvulas,13.83,34.58
692,965,61,1.68,Pliego,Requerido para Alinear dirección,1.73,2.91
693,970,64,4.10,Unidad,Requerido para Inspeccionar conexiones,56.35,231.04
694,970,7,3.20,Unidad,Requerido para Inspeccionar conexiones,40.85,130.72
695,973,36,1.10,Unidad,Requerido para Verificar termostato,2.74,3.01
696,976,55,2.03,Kg,Requerido para Limpiar trampa de agua,10.52,21.36
697,976,9,3.12,Unidad,Requerido para Limpiar trampa de agua,119.93,374.18
698,977,45,2.34,Unidad,Requerido para Revisar cinturón de seguridad,58.60,137.12
699,984,27,2.11,Unidad,Requerido para Cambiar aceite hidráulico,35.91,75.77
700,984,55,1.15,Kg,Requerido para Cambiar aceite hidráulico,10.52,12.10
701,984,21,4.04,Unidad,Requerido para Cambiar aceite hidráulico,5.01,20.24
702,986,51,2.92,Unidad,Requerido para Reparar abolladuras,45.82,133.79
703,986,76,1.09,Unidad,Requerido para Reparar abolladuras,1.67,1.82
704,986,11,3.49,Unidad,Requerido para Reparar abolladuras,146.31,510.62
705,988,74,1.17,Unidad,Requerido para Revisar mangueras,217.94,254.99
706,988,31,2.01,Unidad,Requerido para Revisar mangueras,25.38,51.01
707,989,53,4.00,Unidad,Requerido para Verificar sprockets,1053.50,4214.00
708,989,26,3.40,Metro,Requerido para Verificar sprockets,70.24,238.82
709,989,59,1.53,Unidad,Requerido para Verificar sprockets,0.59,0.90
710,992,7,1.54,Unidad,Requerido para Verificar funcionamiento de motor,40.85,62.91
711,996,14,1.90,Litro,Requerido para Rotar neumáticos,32.61,61.96
712,996,64,4.03,Unidad,Requerido para Rotar neumáticos,56.35,227.09
713,996,57,2.21,Unidad,Requerido para Rotar neumáticos,133.39,294.79
714,999,54,4.33,Kg,Requerido para Revisar batería,13.04,56.46
715,999,67,1.26,Unidad,Requerido para Revisar batería,3.52,4.44
716,999,1,3.43,Litro,Requerido para Revisar batería,26.81,91.96
717,1000,12,2.45,Unidad,Requerido para Verificar sprockets,96.61,236.69
718,1000,45,1.81,Unidad,Requerido para Verificar sprockets,58.60,106.07
719,1003,33,4.60,Spray,Requerido para Limpiar radiador,16.08,73.97
720,1003,55,1.88,Kg,Requerido para Limpiar radiador,10.52,19.78
721,1004,18,2.18,Unidad,Requerido para Verificar silenciador,176.73,385.27
722,1005,41,1.65,Unidad,Requerido para Cambiar aceite de transmisión,0.48,0.79
723,1007,22,3.78,Unidad,Requerido para Cambiar filtro de aire,33.32,125.95
724,1007,77,4.35,Metro,Requerido para Cambiar filtro de aire,71.69,311.85
725,1011,33,3.26,Spray,Requerido para Revisar terminales,16.08,52.42
726,1017,27,1.22,Unidad,Requerido para Revisar nivel de refrigerante,35.91,43.81
