id,plan_id,numero_orden,descripcion_componente,actividad,tiempo_min,tiempo_promedio,tiempo_max,costo_estimado,fecha_registro,fecha_actualizacion
631,73,2,Cabina,Verificar controles,44,68,81,263.52,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
632,73,3,Sistema de Combustible,Cambiar cañerías,26,51,76,189.40,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
633,73,4,Tren de Rodaje,Verificar sprockets,45,67,96,355.41,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
634,73,5,Sistema de Refrigeración,Verificar termostato,43,70,80,296.16,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
635,73,6,Cuchara y Brazo,Revisar dientes,43,54,79,399.28,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
636,73,7,Sistema Eléctrico,Verificar motor de arranque,23,52,82,204.77,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
637,73,8,Carrocería,Pintar partes oxidadas,19,40,52,548.53,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
638,73,9,Sistema de Lubricación,Engrasar puntos de lubricación,21,45,58,393.46,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
639,73,10,Sistema Hidráulico,Verificar cilindros,44,66,87,518.46,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
640,73,11,Sistema de Frenos,Revisar discos,45,60,89,297.50,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
641,73,12,Filtros,Cambiar filtro de aire,39,67,84,174.22,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
642,74,1,Sistema de Dirección,Revisar terminales,44,58,69,372.74,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
643,74,2,Sistema de Frenos,Verificar líquido de frenos,28,40,62,266.70,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
644,74,3,Tren de Rodaje,Verificar sprockets,25,47,66,360.17,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
645,74,4,Cabina,Revisar asiento,21,44,64,130.67,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
646,74,5,Sistema Eléctrico,Verificar motor de arranque,18,47,66,403.55,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
647,74,6,Sistema Hidráulico,Revisar mangueras,23,35,63,353.64,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
648,74,7,Sistema de Combustible,Limpiar trampa de agua,29,55,82,495.91,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
649,74,8,Carrocería,Reparar abolladuras,32,50,75,314.52,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
650,74,9,Neumáticos,Reparar pinchazo,31,61,81,285.32,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
651,74,10,Filtros,Cambiar filtro de aceite,27,57,71,469.10,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
652,74,11,Sistema de Escape,Inspeccionar DPF,32,54,71,416.92,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
653,74,12,Sistema de Lubricación,Engrasar puntos de lubricación,17,39,49,120.03,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
654,74,13,Sistema de Transmisión,Engrasar crucetas,23,37,59,551.06,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
655,74,14,Motor,Revisar nivel de refrigerante,36,49,79,255.24,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
656,74,15,Sistema de Refrigeración,Limpiar radiador,40,67,80,169.09,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
657,75,1,Sistema de Combustible,Revisar inyectores,31,47,68,132.99,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
658,75,2,Cabina,Revisar cinturón de seguridad,40,56,82,406.19,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
659,75,3,Carrocería,Revisar vidrios,36,60,79,416.43,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
660,75,4,Sistema de Escape,Revisar tubo de escape,44,58,68,469.62,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
661,76,1,Tren de Rodaje,Medir desgaste de zapatas,21,31,51,367.98,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
662,76,2,Neumáticos,Inspeccionar desgaste,25,53,65,297.59,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
663,76,3,Sistema de Frenos,Revisar discos,25,43,57,389.42,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
664,76,4,Sistema de Refrigeración,Revisar bomba de agua,40,68,95,139.84,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
665,76,5,Cuchara y Brazo,Cambiar bocinas,32,56,82,80.28,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
666,77,1,Sistema de Combustible,Verificar bomba de combustible,31,43,55,528.11,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
667,77,2,Tren de Rodaje,Inspeccionar rodillos,42,56,76,306.35,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
668,77,3,Carrocería,Revisar vidrios,37,47,68,151.42,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
669,77,4,Motor,Verificar funcionamiento de motor,36,52,67,545.21,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
670,77,5,Sistema de Frenos,Purgar sistema de frenos,19,35,54,448.17,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
671,77,6,Sistema de Dirección,Engrasar articulaciones,42,61,80,137.97,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
672,77,7,Filtros,Cambiar filtro de cabina,31,55,81,255.08,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
673,77,8,Sistema de Refrigeración,Revisar bomba de agua,41,71,84,399.49,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
674,78,1,Sistema de Transmisión,Verificar cardanes,27,41,60,317.69,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
675,78,2,Motor,Verificar funcionamiento de motor,15,26,45,428.88,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
676,78,3,Carrocería,Lavar equipo completo,26,48,72,237.72,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
677,78,4,Sistema Eléctrico,Inspeccionar conexiones,29,59,77,349.69,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
678,78,5,Cuchara y Brazo,Verificar pasadores,39,60,73,512.79,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
679,78,6,Sistema de Escape,Verificar silenciador,40,57,81,538.15,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
680,78,7,Cabina,Verificar tablero,35,53,67,402.50,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
681,78,8,Sistema de Combustible,Drenar tanque,43,54,77,196.11,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
682,78,9,Neumáticos,Reparar pinchazo,24,50,80,321.59,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
683,78,10,Sistema de Refrigeración,Limpiar radiador,38,58,80,152.35,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
684,78,11,Sistema de Lubricación,Engrasar puntos de lubricación,42,55,69,327.74,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
685,78,12,Sistema Hidráulico,Cambiar aceite hidráulico,36,60,75,139.30,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
686,79,1,Cabina,Revisar asiento,22,32,57,158.15,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
687,79,2,Neumáticos,Inspeccionar desgaste,20,50,61,148.78,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
688,79,3,Sistema Hidráulico,Cambiar aceite hidráulico,33,59,83,565.77,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
689,79,4,Motor,Verificar funcionamiento de motor,37,55,84,83.40,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
690,79,5,Sistema de Lubricación,Cambiar aceite de motor,18,41,63,497.00,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
691,79,6,Sistema de Escape,Inspeccionar DPF,36,51,71,395.24,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
692,79,7,Cuchara y Brazo,Soldar refuerzos,22,37,58,112.67,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
693,79,8,Sistema de Frenos,Revisar discos,34,56,74,315.60,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
694,79,9,Sistema de Dirección,Revisar terminales,19,30,40,597.73,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
695,79,10,Sistema de Refrigeración,Limpiar radiador,19,47,70,486.20,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
696,79,11,Carrocería,Revisar vidrios,27,57,80,186.34,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
697,79,12,Sistema Eléctrico,Verificar motor de arranque,23,38,53,85.85,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
698,79,13,Sistema de Combustible,Verificar bomba de combustible,45,65,87,216.97,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
699,79,14,Filtros,Cambiar filtro de cabina,32,47,69,157.64,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
700,79,15,Sistema de Transmisión,Ajustar embrague,35,57,72,338.20,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
701,80,1,Cabina,Revisar asiento,17,37,53,587.56,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
702,80,2,Sistema de Lubricación,Engrasar puntos de lubricación,29,50,65,141.15,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
703,80,3,Neumáticos,Reparar pinchazo,19,49,78,90.58,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
704,80,4,Sistema de Escape,Revisar tubo de escape,25,45,62,243.86,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
705,81,1,Sistema de Combustible,Cambiar cañerías,16,46,73,194.08,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
706,81,2,Filtros,Limpiar pre-filtro,42,52,78,248.05,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
707,81,3,Sistema de Transmisión,Cambiar aceite de transmisión,39,62,73,398.80,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
708,81,4,Neumáticos,Ajustar pernos de rueda,23,47,68,224.95,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
709,81,5,Sistema Hidráulico,Verificar cilindros,43,58,87,580.20,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
710,82,1,Filtros,Cambiar filtro de aire,42,70,87,435.73,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
711,82,2,Sistema Eléctrico,Verificar alternador,19,42,69,583.24,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
712,82,3,Cabina,Revisar cinturón de seguridad,17,44,61,442.16,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
713,82,4,Sistema de Escape,Cambiar empaques,42,52,68,254.14,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
714,82,5,Sistema de Transmisión,Revisar convertidor,25,45,63,201.14,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
715,82,6,Sistema de Frenos,Revisar pastillas,34,54,82,150.13,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
716,82,7,Tren de Rodaje,Revisar tensión de cadena,41,67,93,581.11,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
717,82,8,Neumáticos,Inspeccionar desgaste,45,69,82,352.07,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
718,83,1,Sistema de Escape,Verificar silenciador,26,56,86,474.96,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
719,83,2,Sistema Hidráulico,Revisar mangueras,19,29,47,388.28,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
720,83,3,Cabina,Verificar tablero,40,65,90,346.37,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
721,83,4,Tren de Rodaje,Verificar sprockets,22,47,58,452.86,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
722,83,5,Filtros,Cambiar filtro de aceite,43,71,97,208.28,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
723,83,6,Sistema de Dirección,Engrasar articulaciones,15,34,49,299.27,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
724,83,7,Cuchara y Brazo,Revisar dientes,27,57,76,471.80,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
725,83,8,Sistema de Lubricación,Engrasar puntos de lubricación,29,49,74,566.00,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
726,83,9,Sistema Eléctrico,Revisar batería,29,54,67,157.93,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
727,83,10,Carrocería,Inspección visual,45,69,85,556.19,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
728,83,11,Sistema de Transmisión,Cambiar aceite de transmisión,21,50,63,541.84,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
729,83,12,Neumáticos,Reparar pinchazo,17,38,56,495.54,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
730,84,1,Sistema de Dirección,Alinear dirección,18,47,67,186.07,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
731,84,2,Sistema de Combustible,Revisar inyectores,29,42,61,421.57,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
732,84,3,Tren de Rodaje,Medir desgaste de zapatas,39,53,79,80.05,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
733,84,4,Neumáticos,Ajustar pernos de rueda,24,52,74,112.76,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
734,84,5,Sistema Eléctrico,Revisar batería,33,57,71,591.28,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
735,84,6,Motor,Revisar soportes de motor,25,38,49,204.72,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
736,84,7,Cabina,Verificar tablero,30,45,66,225.74,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
737,84,8,Sistema de Transmisión,Ajustar embrague,38,68,83,211.07,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
738,84,9,Cuchara y Brazo,Cambiar bocinas,17,35,53,373.69,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
739,84,10,Sistema de Refrigeración,Limpiar radiador,25,43,67,526.04,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
740,84,11,Filtros,Cambiar filtro de combustible,37,57,67,188.64,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
741,84,12,Sistema de Escape,Revisar turbo,34,53,72,484.34,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
742,84,13,Sistema Hidráulico,Cambiar sellos de cilindro,33,55,68,277.42,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
743,84,14,Sistema de Frenos,Ajustar frenos,45,68,92,335.84,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
744,84,15,Carrocería,Lavar equipo completo,20,43,73,453.97,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
745,85,1,Sistema de Escape,Inspeccionar DPF,39,64,92,183.95,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
746,85,2,Sistema de Refrigeración,Revisar mangueras,32,62,83,270.34,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
747,85,3,Neumáticos,Verificar presión,38,57,72,521.97,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
748,85,4,Cuchara y Brazo,Soldar refuerzos,24,48,74,523.79,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
749,86,1,Filtros,Cambiar filtro de aceite,34,45,74,291.25,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
750,86,2,Carrocería,Inspección visual,19,29,44,522.50,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
751,86,3,Sistema de Escape,Inspeccionar DPF,31,45,57,113.97,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
752,86,4,Sistema de Refrigeración,Limpiar radiador,25,53,65,121.29,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
753,86,5,Cabina,Verificar tablero,35,49,79,402.22,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
754,87,1,Sistema Eléctrico,Verificar alternador,25,49,74,242.50,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
755,87,2,Motor,Verificar funcionamiento de motor,15,34,50,477.84,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
756,87,3,Cuchara y Brazo,Revisar dientes,16,44,69,226.66,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
757,87,4,Sistema de Combustible,Revisar inyectores,31,50,60,231.37,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
758,87,5,Filtros,Cambiar filtro de cabina,37,54,80,499.84,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
759,87,6,Sistema de Lubricación,Verificar nivel de aceite,37,62,87,244.29,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
760,87,7,Sistema de Dirección,Verificar juego,17,34,54,277.86,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
761,87,8,Sistema de Frenos,Revisar pastillas,20,50,71,405.76,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
762,88,1,Sistema Hidráulico,Cambiar sellos de cilindro,41,56,71,374.55,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
763,88,2,Cuchara y Brazo,Cambiar bocinas,30,46,67,491.93,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
