id,mantenimiento_id,actividad_id,descripcion,tiempo_real,completada,observaciones
406,50,282,Tomar muestra de aceite,65,1,Tarea finalizada correctamente.
407,50,281,Inspeccionar DPF,38,1,Tarea finalizada correctamente.
408,50,289,Medir presiones de bomba,29,1,Tarea finalizada correctamente.
409,50,284,Limpiar pre-filtro,46,1,Tarea finalizada correctamente.
410,50,285,Ajustar embrague,72,1,Tarea finalizada correctamente.
411,50,286,Revisar terminales,39,1,Tarea finalizada correctamente.
412,50,288,Limpiar filtros de aire acondicionado,39,1,Tarea finalizada correctamente.
413,51,270,Verificar funcionamiento de motor,53,1,Tarea finalizada correctamente.
414,51,274,Cambiar refrigerante,37,1,Tarea finalizada correctamente.
415,51,272,Engrasar articulaciones,53,1,Tarea finalizada correctamente.
416,51,277,Engrasar puntos de lubricación,38,1,Tarea finalizada correctamente.
417,51,271,Drenar tanque,60,1,Tarea finalizada correctamente.
418,51,273,Engrasar crucetas,81,1,Tarea finalizada correctamente.
419,51,275,Verificar controles,28,1,Tarea finalizada correctamente.
420,52,271,Drenar tanque,50,1,Tarea finalizada correctamente.
421,52,274,Cambiar refrigerante,28,1,Tarea finalizada correctamente.
422,52,277,Engrasar puntos de lubricación,71,1,Tarea finalizada correctamente.
423,52,270,Verificar funcionamiento de motor,28,1,Tarea finalizada correctamente.
424,52,276,Inspeccionar rodillos,62,1,Tarea finalizada correctamente.
425,52,275,Verificar controles,16,1,Tarea finalizada correctamente.
426,52,272,Engrasar articulaciones,33,1,Tarea finalizada correctamente.
427,53,290,Verificar sprockets,43,1,Tarea finalizada correctamente.
428,53,298,Cambiar aceite hidráulico,39,1,Tarea finalizada correctamente.
429,53,293,Inspeccionar conexiones,58,1,Tarea finalizada correctamente.
430,53,303,Alinear dirección,34,1,Tarea finalizada correctamente.
431,53,294,Cambiar cañerías,67,1,Tarea finalizada correctamente.
432,53,296,Cambiar filtro de cabina,53,1,Tarea finalizada correctamente.
433,53,295,Verificar presión,37,1,Tarea finalizada correctamente.
434,53,301,Ajustar embrague,55,1,Tarea finalizada correctamente.
435,53,302,Ajustar frenos,35,1,Tarea finalizada correctamente.
436,53,291,Inspeccionar correas,84,1,Tarea finalizada correctamente.
437,53,299,Revisar vidrios,41,1,Tarea finalizada correctamente.
438,53,304,Cambiar empaques,69,1,Tarea finalizada correctamente.
439,53,292,Revisar dientes,29,1,Tarea finalizada correctamente.
440,54,315,Reparar pinchazo,68,1,Tarea finalizada correctamente.
441,54,314,Cambiar refrigerante,47,1,Tarea finalizada correctamente.
442,54,321,Revisar pastillas,37,1,Tarea finalizada correctamente.
443,54,318,Cambiar filtro de cabina,76,1,Tarea finalizada correctamente.
444,54,316,Engrasar articulaciones,32,1,Tarea finalizada correctamente.
445,54,319,Inspeccionar rodillos,74,1,Tarea finalizada correctamente.
446,54,320,Verificar nivel de aceite,54,1,Tarea finalizada correctamente.
447,55,318,Cambiar filtro de cabina,47,1,Tarea finalizada correctamente.
448,55,315,Reparar pinchazo,40,1,Tarea finalizada correctamente.
449,55,317,Revisar asiento,48,1,Tarea finalizada correctamente.
450,55,314,Cambiar refrigerante,68,1,Tarea finalizada correctamente.
451,55,320,Verificar nivel de aceite,22,1,Tarea finalizada correctamente.
452,55,321,Revisar pastillas,27,1,Tarea finalizada correctamente.
453,55,319,Inspeccionar rodillos,53,1,Tarea finalizada correctamente.
454,57,317,Revisar asiento,28,1,Tarea finalizada correctamente.
455,57,316,Engrasar articulaciones,67,1,Tarea finalizada correctamente.
456,57,314,Cambiar refrigerante,53,1,Tarea finalizada correctamente.
457,57,321,Revisar pastillas,73,1,Tarea finalizada correctamente.
458,57,319,Inspeccionar rodillos,76,1,Tarea finalizada correctamente.
459,57,320,Verificar nivel de aceite,43,1,Tarea finalizada correctamente.
460,57,318,Cambiar filtro de cabina,74,1,Tarea finalizada correctamente.
461,58,328,Cambiar bocinas,45,1,Tarea finalizada correctamente.
462,58,332,Inspeccionar rodillos,42,1,Tarea finalizada correctamente.
463,58,331,Rotar neumáticos,63,1,Tarea finalizada correctamente.
464,58,327,Revisar mangueras,41,1,Tarea finalizada correctamente.
465,58,325,Limpiar radiador,46,1,Tarea finalizada correctamente.
466,58,329,Revisar turbo,44,1,Tarea finalizada correctamente.
467,58,323,Cambiar filtro de combustible,43,1,Tarea finalizada correctamente.
468,58,333,Cambiar cañerías,62,1,Tarea finalizada correctamente.
469,58,322,Ajustar frenos,48,1,Tarea finalizada correctamente.
470,58,326,Ajustar válvulas,45,1,Tarea finalizada correctamente.
471,59,354,Cambiar filtro de aceite,43,1,Tarea finalizada correctamente.
472,59,355,Ajustar frenos,19,1,Tarea finalizada correctamente.
473,59,353,Lavar equipo completo,27,1,Tarea finalizada correctamente.
474,59,356,Tomar muestra de aceite,41,1,Tarea finalizada correctamente.
475,60,362,Reparar abolladuras,51,1,Tarea finalizada correctamente.
476,60,364,Revisar nivel de refrigerante,43,1,Tarea finalizada correctamente.
477,60,360,Verificar líquido de frenos,50,1,Tarea finalizada correctamente.
478,60,363,Alinear dirección,22,1,Tarea finalizada correctamente.
479,60,361,Revisar bomba de agua,64,1,Tarea finalizada correctamente.
480,60,365,Verificar pasadores,79,1,Tarea finalizada correctamente.
481,60,359,Revisar turbo,66,1,Tarea finalizada correctamente.
482,62,358,Verificar bomba de combustible,51,1,Tarea finalizada correctamente.
483,62,364,Revisar nivel de refrigerante,70,1,Tarea finalizada correctamente.
484,62,360,Verificar líquido de frenos,45,1,Tarea finalizada correctamente.
485,62,365,Verificar pasadores,81,1,Tarea finalizada correctamente.
486,62,359,Revisar turbo,54,1,Tarea finalizada correctamente.
487,62,362,Reparar abolladuras,57,1,Tarea finalizada correctamente.
488,62,361,Revisar bomba de agua,40,1,Tarea finalizada correctamente.
489,63,358,Verificar bomba de combustible,54,1,Tarea finalizada correctamente.
490,63,361,Revisar bomba de agua,64,1,Tarea finalizada correctamente.
491,63,363,Alinear dirección,69,1,Tarea finalizada correctamente.
492,63,360,Verificar líquido de frenos,42,1,Tarea finalizada correctamente.
493,63,364,Revisar nivel de refrigerante,46,1,Tarea finalizada correctamente.
494,63,362,Reparar abolladuras,68,1,Tarea finalizada correctamente.
495,63,359,Revisar turbo,68,1,Tarea finalizada correctamente.
496,64,356,Tomar muestra de aceite,41,1,Tarea finalizada correctamente.
497,64,354,Cambiar filtro de aceite,16,1,Tarea finalizada correctamente.
498,64,355,Ajustar frenos,35,1,Tarea finalizada correctamente.
499,64,353,Lavar equipo completo,39,1,Tarea finalizada correctamente.
500,66,395,Revisar mangueras,75,1,Tarea finalizada correctamente.
501,66,394,Reparar abolladuras,37,1,Tarea finalizada correctamente.
502,66,393,Ajustar válvulas,64,1,Tarea finalizada correctamente.
503,68,377,Revisar vidrios,41,1,Tarea finalizada correctamente.
504,68,367,Revisar asiento,43,1,Tarea finalizada correctamente.
505,68,369,Engrasar puntos de lubricación,37,1,Tarea finalizada correctamente.
506,68,368,Verificar termostato,61,1,Tarea finalizada correctamente.
507,68,373,Revisar soportes de motor,39,1,Tarea finalizada correctamente.
508,68,372,Revisar dientes,60,1,Tarea finalizada correctamente.
509,68,376,Revisar mangueras,54,1,Tarea finalizada correctamente.
510,68,371,Engrasar crucetas,43,1,Tarea finalizada correctamente.
511,68,374,Purgar sistema de frenos,39,1,Tarea finalizada correctamente.
512,68,370,Alinear dirección,83,1,Tarea finalizada correctamente.
513,69,439,Verificar termostato,78,1,Tarea finalizada correctamente.
514,69,440,Revisar tensión de cadena,41,1,Tarea finalizada correctamente.
515,69,437,Revisar tubo de escape,48,1,Tarea finalizada correctamente.
516,70,430,Verificar controles,33,1,Tarea finalizada correctamente.
517,70,428,Verificar funcionamiento de motor,34,1,Tarea finalizada correctamente.
518,70,432,Purgar sistema de frenos,38,1,Tarea finalizada correctamente.
519,70,436,Cambiar refrigerante,53,1,Tarea finalizada correctamente.
520,70,429,Alinear dirección,39,1,Tarea finalizada correctamente.
521,70,434,Tomar muestra de aceite,33,1,Tarea finalizada correctamente.
522,70,426,Verificar pasadores,39,1,Tarea finalizada correctamente.
523,70,435,Revisar tensión de cadena,64,1,Tarea finalizada correctamente.
524,70,424,Verificar silenciador,62,1,Tarea finalizada correctamente.
525,70,422,Inspección visual,40,1,Tarea finalizada correctamente.
526,70,425,Verificar bomba de combustible,79,1,Tarea finalizada correctamente.
527,70,433,Cambiar aceite hidráulico,26,1,Tarea finalizada correctamente.
528,70,431,Inspeccionar conexiones,36,1,Tarea finalizada correctamente.
529,71,409,Cambiar sellos de cilindro,42,1,Tarea finalizada correctamente.
530,71,408,Verificar líquido de frenos,68,1,Tarea finalizada correctamente.
531,71,406,Inspeccionar correas,73,1,Tarea finalizada correctamente.
532,71,403,Reparar abolladuras,35,1,Tarea finalizada correctamente.
533,71,404,Cambiar filtro de cabina,34,1,Tarea finalizada correctamente.
534,71,405,Medir desgaste de zapatas,38,1,Tarea finalizada correctamente.
535,71,407,Engrasar crucetas,54,1,Tarea finalizada correctamente.
536,72,404,Cambiar filtro de cabina,54,1,Tarea finalizada correctamente.
537,72,405,Medir desgaste de zapatas,48,1,Tarea finalizada correctamente.
538,72,408,Verificar líquido de frenos,71,1,Tarea finalizada correctamente.
539,72,409,Cambiar sellos de cilindro,38,1,Tarea finalizada correctamente.
540,72,406,Inspeccionar correas,52,1,Tarea finalizada correctamente.
541,72,402,Verificar nivel de aceite,51,1,Tarea finalizada correctamente.
542,72,407,Engrasar crucetas,60,1,Tarea finalizada correctamente.
543,74,397,Verificar silenciador,23,1,Tarea finalizada correctamente.
544,74,401,Revisar mangueras,47,1,Tarea finalizada correctamente.
545,74,398,Drenar tanque,42,1,Tarea finalizada correctamente.
546,74,400,Revisar nivel de refrigerante,22,1,Tarea finalizada correctamente.
547,75,399,Reparar abolladuras,66,1,Tarea finalizada correctamente.
548,75,401,Revisar mangueras,62,1,Tarea finalizada correctamente.
549,75,397,Verificar silenciador,44,1,Tarea finalizada correctamente.
550,75,400,Revisar nivel de refrigerante,52,1,Tarea finalizada correctamente.
551,76,439,Verificar termostato,59,1,Tarea finalizada correctamente.
552,76,438,Revisar inyectores,63,1,Tarea finalizada correctamente.
553,76,440,Revisar tensión de cadena,41,1,Tarea finalizada correctamente.
554,77,402,Verificar nivel de aceite,54,1,Tarea finalizada correctamente.
555,77,407,Engrasar crucetas,63,1,Tarea finalizada correctamente.
556,77,406,Inspeccionar correas,76,1,Tarea finalizada correctamente.
557,77,408,Verificar líquido de frenos,44,1,Tarea finalizada correctamente.
558,77,409,Cambiar sellos de cilindro,21,1,Tarea finalizada correctamente.
559,77,405,Medir desgaste de zapatas,36,1,Tarea finalizada correctamente.
560,77,403,Reparar abolladuras,73,1,Tarea finalizada correctamente.
561,79,445,Inspeccionar conexiones,50,1,Tarea finalizada correctamente.
562,79,441,Limpiar radiador,44,1,Tarea finalizada correctamente.
563,79,443,Verificar bomba de combustible,43,1,Tarea finalizada correctamente.
564,79,442,Inspeccionar correas,67,1,Tarea finalizada correctamente.
565,80,444,Verificar líquido de frenos,50,1,Tarea finalizada correctamente.
566,80,443,Verificar bomba de combustible,25,1,Tarea finalizada correctamente.
567,80,442,Inspeccionar correas,72,1,Tarea finalizada correctamente.
568,80,441,Limpiar radiador,48,1,Tarea finalizada correctamente.
569,81,481,Limpiar pre-filtro,33,1,Tarea finalizada correctamente.
570,81,482,Medir desgaste de zapatas,29,1,Tarea finalizada correctamente.
571,81,483,Revisar cinturón de seguridad,32,1,Tarea finalizada correctamente.
572,82,442,Inspeccionar correas,57,1,Tarea finalizada correctamente.
573,82,443,Verificar bomba de combustible,56,1,Tarea finalizada correctamente.
574,82,444,Verificar líquido de frenos,53,1,Tarea finalizada correctamente.
575,82,441,Limpiar radiador,51,1,Tarea finalizada correctamente.
576,83,478,Verificar nivel de aceite,22,1,Tarea finalizada correctamente.
577,83,471,Cambiar filtro de aceite,49,1,Tarea finalizada correctamente.
578,83,466,Medir presiones de bomba,35,1,Tarea finalizada correctamente.
579,83,474,Cambiar aceite de transmisión,44,1,Tarea finalizada correctamente.
580,83,476,Inspeccionar conexiones,18,1,Tarea finalizada correctamente.
581,83,475,Ajustar pernos de rueda,49,1,Tarea finalizada correctamente.
582,83,468,Ajustar válvulas,46,1,Tarea finalizada correctamente.
583,83,470,Revisar pastillas,82,1,Tarea finalizada correctamente.
584,83,477,Verificar controles,51,1,Tarea finalizada correctamente.
585,83,479,Cambiar empaques,50,1,Tarea finalizada correctamente.
586,83,473,Revisar tensión de cadena,44,1,Tarea finalizada correctamente.
587,83,472,Cambiar cañerías,49,1,Tarea finalizada correctamente.
588,83,469,Cambiar refrigerante,43,1,Tarea finalizada correctamente.
589,84,505,Alinear dirección,50,1,Tarea finalizada correctamente.
590,84,509,Inspeccionar desgaste,36,1,Tarea finalizada correctamente.
591,84,498,Tomar muestra de aceite,42,1,Tarea finalizada correctamente.
592,84,506,Inspección visual,71,1,Tarea finalizada correctamente.
593,84,508,Verificar sprockets,71,1,Tarea finalizada correctamente.
594,84,501,Drenar tanque,55,1,Tarea finalizada correctamente.
595,84,500,Revisar pastillas,37,1,Tarea finalizada correctamente.
596,84,503,Medir presiones de bomba,72,1,Tarea finalizada correctamente.
597,84,504,Inspeccionar DPF,47,1,Tarea finalizada correctamente.
598,84,507,Verificar alternador,61,1,Tarea finalizada correctamente.
599,85,504,Inspeccionar DPF,63,1,Tarea finalizada correctamente.
600,85,501,Drenar tanque,50,1,Tarea finalizada correctamente.
601,85,499,Verificar funcionamiento de motor,45,1,Tarea finalizada correctamente.
602,85,509,Inspeccionar desgaste,82,1,Tarea finalizada correctamente.
603,85,506,Inspección visual,64,1,Tarea finalizada correctamente.
604,85,503,Medir presiones de bomba,55,1,Tarea finalizada correctamente.
605,85,507,Verificar alternador,27,1,Tarea finalizada correctamente.
606,85,502,Verificar tablero,46,1,Tarea finalizada correctamente.
607,85,498,Tomar muestra de aceite,26,1,Tarea finalizada correctamente.
608,85,505,Alinear dirección,57,1,Tarea finalizada correctamente.
609,86,525,Engrasar articulaciones,64,1,Tarea finalizada correctamente.
610,86,528,Revisar asiento,61,1,Tarea finalizada correctamente.
611,86,527,Cambiar filtro de cabina,71,1,Tarea finalizada correctamente.
612,87,487,Ajustar tensión,52,1,Tarea finalizada correctamente.
613,87,485,Revisar inyectores,37,1,Tarea finalizada correctamente.
614,87,489,Verificar funcionamiento de motor,63,1,Tarea finalizada correctamente.
615,87,488,Verificar cardanes,34,1,Tarea finalizada correctamente.
616,88,493,Inspeccionar conexiones,26,1,Tarea finalizada correctamente.
617,88,496,Cambiar filtro de cabina,32,1,Tarea finalizada correctamente.
618,88,495,Revisar nivel de refrigerante,70,1,Tarea finalizada correctamente.
619,88,490,Verificar sprockets,68,1,Tarea finalizada correctamente.
620,88,497,Engrasar crucetas,40,1,Tarea finalizada correctamente.
621,88,492,Cambiar aceite de motor,51,1,Tarea finalizada correctamente.
622,88,491,Limpiar radiador,85,1,Tarea finalizada correctamente.
623,89,570,Verificar alternador,62,1,Tarea finalizada correctamente.
624,89,569,Verificar silenciador,73,1,Tarea finalizada correctamente.
625,89,572,Revisar tensión de cadena,56,1,Tarea finalizada correctamente.
626,90,534,Ajustar tensión,80,1,Tarea finalizada correctamente.
627,90,540,Cambiar empaques,43,1,Tarea finalizada correctamente.
628,90,541,Cambiar aceite hidráulico,23,1,Tarea finalizada correctamente.
629,90,539,Engrasar puntos de lubricación,35,1,Tarea finalizada correctamente.
630,90,536,Revisar discos,52,1,Tarea finalizada correctamente.
631,90,537,Verificar cardanes,79,1,Tarea finalizada correctamente.
632,90,538,Revisar terminales,88,1,Tarea finalizada correctamente.
633,91,549,Revisar asiento,42,1,Tarea finalizada correctamente.
634,91,545,Drenar tanque,69,1,Tarea finalizada correctamente.
635,91,547,Cambiar filtro de combustible,63,1,Tarea finalizada correctamente.
636,91,552,Verificar motor de arranque,70,1,Tarea finalizada correctamente.
637,91,542,Limpiar radiador,43,1,Tarea finalizada correctamente.
638,91,548,Inspeccionar DPF,59,1,Tarea finalizada correctamente.
639,91,543,Revisar mangueras,59,1,Tarea finalizada correctamente.
640,91,551,Rotar neumáticos,56,1,Tarea finalizada correctamente.
641,91,546,Revisar tensión de cadena,67,1,Tarea finalizada correctamente.
642,91,553,Cambiar aceite de motor,56,1,Tarea finalizada correctamente.
643,92,534,Ajustar tensión,56,1,Tarea finalizada correctamente.
644,92,538,Revisar terminales,55,1,Tarea finalizada correctamente.
645,92,537,Verificar cardanes,74,1,Tarea finalizada correctamente.
646,92,535,Inspección visual,45,1,Tarea finalizada correctamente.
647,92,540,Cambiar empaques,37,1,Tarea finalizada correctamente.
648,92,536,Revisar discos,55,1,Tarea finalizada correctamente.
649,92,539,Engrasar puntos de lubricación,55,1,Tarea finalizada correctamente.
650,94,535,Inspección visual,27,1,Tarea finalizada correctamente.
651,94,537,Verificar cardanes,60,1,Tarea finalizada correctamente.
652,94,538,Revisar terminales,55,1,Tarea finalizada correctamente.
653,94,536,Revisar discos,48,1,Tarea finalizada correctamente.
654,94,541,Cambiar aceite hidráulico,33,1,Tarea finalizada correctamente.
655,94,540,Cambiar empaques,36,1,Tarea finalizada correctamente.
656,94,534,Ajustar tensión,67,1,Tarea finalizada correctamente.
657,95,543,Revisar mangueras,80,1,Tarea finalizada correctamente.
658,95,553,Cambiar aceite de motor,44,1,Tarea finalizada correctamente.
659,95,550,Revisar soportes de motor,55,1,Tarea finalizada correctamente.
660,95,551,Rotar neumáticos,70,1,Tarea finalizada correctamente.
661,95,548,Inspeccionar DPF,35,1,Tarea finalizada correctamente.
662,95,552,Verificar motor de arranque,41,1,Tarea finalizada correctamente.
663,95,547,Cambiar filtro de combustible,57,1,Tarea finalizada correctamente.
664,95,546,Revisar tensión de cadena,60,1,Tarea finalizada correctamente.
665,95,545,Drenar tanque,37,1,Tarea finalizada correctamente.
666,95,544,Purgar sistema de frenos,46,1,Tarea finalizada correctamente.
667,97,579,Cambiar refrigerante,56,1,Tarea finalizada correctamente.
668,97,584,Cambiar empaques,72,1,Tarea finalizada correctamente.
669,97,581,Revisar discos,37,1,Tarea finalizada correctamente.
670,97,582,Reparar abolladuras,40,1,Tarea finalizada correctamente.
671,97,580,Revisar luces de trabajo,47,1,Tarea finalizada correctamente.
672,97,583,Inspeccionar rodillos,67,1,Tarea finalizada correctamente.
673,97,585,Revisar soportes de motor,41,1,Tarea finalizada correctamente.
674,98,584,Cambiar empaques,72,1,Tarea finalizada correctamente.
675,98,579,Cambiar refrigerante,57,1,Tarea finalizada correctamente.
676,98,583,Inspeccionar rodillos,48,1,Tarea finalizada correctamente.
677,98,580,Revisar luces de trabajo,38,1,Tarea finalizada correctamente.
678,98,581,Revisar discos,52,1,Tarea finalizada correctamente.
679,98,582,Reparar abolladuras,31,1,Tarea finalizada correctamente.
680,98,585,Revisar soportes de motor,35,1,Tarea finalizada correctamente.
681,99,597,Limpiar filtros de aire acondicionado,57,1,Tarea finalizada correctamente.
682,99,596,Ajustar frenos,63,1,Tarea finalizada correctamente.
683,99,592,Verificar pasadores,38,1,Tarea finalizada correctamente.
684,99,588,Cambiar cañerías,72,1,Tarea finalizada correctamente.
685,99,590,Inspeccionar correas,37,1,Tarea finalizada correctamente.
686,99,595,Revisar bomba de agua,75,1,Tarea finalizada correctamente.
687,99,593,Verificar cardanes,80,1,Tarea finalizada correctamente.
688,99,594,Revisar tubo de escape,49,1,Tarea finalizada correctamente.
689,99,591,Cambiar filtro de aire,65,1,Tarea finalizada correctamente.
690,99,587,Verificar sprockets,88,1,Tarea finalizada correctamente.
691,100,578,Limpiar trampa de agua,34,1,Tarea finalizada correctamente.
692,100,585,Revisar soportes de motor,45,1,Tarea finalizada correctamente.
693,100,580,Revisar luces de trabajo,32,1,Tarea finalizada correctamente.
694,100,582,Reparar abolladuras,52,1,Tarea finalizada correctamente.
695,100,583,Inspeccionar rodillos,76,1,Tarea finalizada correctamente.
696,100,579,Cambiar refrigerante,42,1,Tarea finalizada correctamente.
697,100,581,Revisar discos,45,1,Tarea finalizada correctamente.
698,101,575,Engrasar articulaciones,74,1,Tarea finalizada correctamente.
699,101,574,Cambiar filtro de combustible,48,1,Tarea finalizada correctamente.
700,101,573,Reparar abolladuras,64,1,Tarea finalizada correctamente.
701,101,576,Inspeccionar correas,28,1,Tarea finalizada correctamente.
702,102,611,Revisar convertidor,25,1,Tarea finalizada correctamente.
703,102,607,Revisar pastillas,48,1,Tarea finalizada correctamente.
704,102,602,Cambiar cañerías,55,1,Tarea finalizada correctamente.
705,102,610,Pintar partes oxidadas,71,1,Tarea finalizada correctamente.
706,102,605,Revisar nivel de refrigerante,50,1,Tarea finalizada correctamente.
707,102,601,Tomar muestra de aceite,42,1,Tarea finalizada correctamente.
708,102,603,Engrasar articulaciones,51,1,Tarea finalizada correctamente.
709,102,606,Limpiar filtros de aire acondicionado,35,1,Tarea finalizada correctamente.
710,102,612,Revisar tensión de cadena,55,1,Tarea finalizada correctamente.
711,102,599,Revisar batería,46,1,Tarea finalizada correctamente.
712,102,600,Cambiar filtro de cabina,54,1,Tarea finalizada correctamente.
713,102,609,Engrasar articulaciones,62,1,Tarea finalizada correctamente.
714,102,604,Medir presiones de bomba,75,1,Tarea finalizada correctamente.
715,103,595,Revisar bomba de agua,49,1,Tarea finalizada correctamente.
716,103,592,Verificar pasadores,78,1,Tarea finalizada correctamente.
717,103,589,Lavar equipo completo,66,1,Tarea finalizada correctamente.
718,103,588,Cambiar cañerías,50,1,Tarea finalizada correctamente.
719,103,586,Tomar muestra de aceite,48,1,Tarea finalizada correctamente.
720,103,590,Inspeccionar correas,45,1,Tarea finalizada correctamente.
721,103,593,Verificar cardanes,43,1,Tarea finalizada correctamente.
722,103,591,Cambiar filtro de aire,29,1,Tarea finalizada correctamente.
723,103,596,Ajustar frenos,69,1,Tarea finalizada correctamente.
724,103,594,Revisar tubo de escape,70,1,Tarea finalizada correctamente.
725,104,592,Verificar pasadores,56,1,Tarea finalizada correctamente.
726,104,586,Tomar muestra de aceite,39,1,Tarea finalizada correctamente.
727,104,595,Revisar bomba de agua,75,1,Tarea finalizada correctamente.
728,104,590,Inspeccionar correas,48,1,Tarea finalizada correctamente.
729,104,589,Lavar equipo completo,65,1,Tarea finalizada correctamente.
730,104,597,Limpiar filtros de aire acondicionado,22,1,Tarea finalizada correctamente.
731,104,593,Verificar cardanes,79,1,Tarea finalizada correctamente.
732,104,591,Cambiar filtro de aire,24,1,Tarea finalizada correctamente.
733,104,596,Ajustar frenos,57,1,Tarea finalizada correctamente.
734,104,594,Revisar tubo de escape,64,1,Tarea finalizada correctamente.
735,105,603,Engrasar articulaciones,39,1,Tarea finalizada correctamente.
736,105,600,Cambiar filtro de cabina,44,1,Tarea finalizada correctamente.
737,105,598,Cambiar refrigerante,35,1,Tarea finalizada correctamente.
738,105,604,Medir presiones de bomba,49,1,Tarea finalizada correctamente.
739,105,606,Limpiar filtros de aire acondicionado,39,1,Tarea finalizada correctamente.
740,105,610,Pintar partes oxidadas,53,1,Tarea finalizada correctamente.
741,105,605,Revisar nivel de refrigerante,43,1,Tarea finalizada correctamente.
742,105,599,Revisar batería,73,1,Tarea finalizada correctamente.
743,105,609,Engrasar articulaciones,61,1,Tarea finalizada correctamente.
744,105,601,Tomar muestra de aceite,52,1,Tarea finalizada correctamente.
745,105,612,Revisar tensión de cadena,89,1,Tarea finalizada correctamente.
746,105,611,Revisar convertidor,55,1,Tarea finalizada correctamente.
747,105,607,Revisar pastillas,81,1,Tarea finalizada correctamente.
748,106,649,Reparar abolladuras,71,1,Tarea finalizada correctamente.
749,106,651,Cambiar filtro de aceite,46,1,Tarea finalizada correctamente.
750,106,642,Revisar terminales,60,1,Tarea finalizada correctamente.
751,106,647,Revisar mangueras,63,1,Tarea finalizada correctamente.
752,106,650,Reparar pinchazo,42,1,Tarea finalizada correctamente.
753,106,643,Verificar líquido de frenos,53,1,Tarea finalizada correctamente.
754,106,656,Limpiar radiador,55,1,Tarea finalizada correctamente.
755,106,655,Revisar nivel de refrigerante,40,1,Tarea finalizada correctamente.
756,106,648,Limpiar trampa de agua,62,1,Tarea finalizada correctamente.
757,106,652,Inspeccionar DPF,55,1,Tarea finalizada correctamente.
758,106,644,Verificar sprockets,40,1,Tarea finalizada correctamente.
759,106,646,Verificar motor de arranque,26,1,Tarea finalizada correctamente.
760,106,654,Engrasar crucetas,47,1,Tarea finalizada correctamente.
761,107,626,Revisar luces de trabajo,63,1,Tarea finalizada correctamente.
762,107,628,Revisar dientes,52,1,Tarea finalizada correctamente.
763,107,629,Revisar inyectores,88,1,Tarea finalizada correctamente.
764,107,623,Reparar pinchazo,81,1,Tarea finalizada correctamente.
765,107,627,Inspeccionar rodillos,41,1,Tarea finalizada correctamente.
766,107,622,Revisar pastillas,75,1,Tarea finalizada correctamente.
767,107,625,Cambiar refrigerante,40,1,Tarea finalizada correctamente.
768,109,623,Reparar pinchazo,57,1,Tarea finalizada correctamente.
769,109,625,Cambiar refrigerante,18,1,Tarea finalizada correctamente.
770,109,624,Verificar tablero,26,1,Tarea finalizada correctamente.
771,109,627,Inspeccionar rodillos,18,1,Tarea finalizada correctamente.
772,109,628,Revisar dientes,84,1,Tarea finalizada correctamente.
773,109,622,Revisar pastillas,75,1,Tarea finalizada correctamente.
774,109,626,Revisar luces de trabajo,54,1,Tarea finalizada correctamente.
775,110,644,Verificar sprockets,34,1,Tarea finalizada correctamente.
776,110,649,Reparar abolladuras,34,1,Tarea finalizada correctamente.
777,110,651,Cambiar filtro de aceite,71,1,Tarea finalizada correctamente.
778,110,653,Engrasar puntos de lubricación,40,1,Tarea finalizada correctamente.
779,110,650,Reparar pinchazo,52,1,Tarea finalizada correctamente.
780,110,652,Inspeccionar DPF,32,1,Tarea finalizada correctamente.
781,110,647,Revisar mangueras,30,1,Tarea finalizada correctamente.
782,110,655,Revisar nivel de refrigerante,55,1,Tarea finalizada correctamente.
783,110,654,Engrasar crucetas,47,1,Tarea finalizada correctamente.
784,110,645,Revisar asiento,30,1,Tarea finalizada correctamente.
785,110,648,Limpiar trampa de agua,82,1,Tarea finalizada correctamente.
786,110,642,Revisar terminales,64,1,Tarea finalizada correctamente.
787,110,643,Verificar líquido de frenos,51,1,Tarea finalizada correctamente.
788,111,639,Verificar cilindros,69,1,Tarea finalizada correctamente.
789,111,640,Revisar discos,56,1,Tarea finalizada correctamente.
790,111,634,Verificar termostato,55,1,Tarea finalizada correctamente.
791,111,632,Cambiar cañerías,65,1,Tarea finalizada correctamente.
792,111,638,Engrasar puntos de lubricación,34,1,Tarea finalizada correctamente.
793,111,635,Revisar dientes,63,1,Tarea finalizada correctamente.
794,111,641,Cambiar filtro de aire,74,1,Tarea finalizada correctamente.
795,111,636,Verificar motor de arranque,29,1,Tarea finalizada correctamente.
796,111,630,Revisar tubo de escape,81,1,Tarea finalizada correctamente.
797,111,637,Pintar partes oxidadas,19,1,Tarea finalizada correctamente.
798,113,703,Reparar pinchazo,67,1,Tarea finalizada correctamente.
799,113,702,Engrasar puntos de lubricación,41,1,Tarea finalizada correctamente.
800,113,701,Revisar asiento,47,1,Tarea finalizada correctamente.
801,114,665,Cambiar bocinas,79,1,Tarea finalizada correctamente.
802,114,664,Revisar bomba de agua,94,1,Tarea finalizada correctamente.
803,114,663,Revisar discos,50,1,Tarea finalizada correctamente.
804,114,661,Medir desgaste de zapatas,22,1,Tarea finalizada correctamente.
805,115,673,Revisar bomba de agua,76,1,Tarea finalizada correctamente.
806,115,667,Inspeccionar rodillos,66,1,Tarea finalizada correctamente.
807,115,671,Engrasar articulaciones,57,1,Tarea finalizada correctamente.
808,115,666,Verificar bomba de combustible,44,1,Tarea finalizada correctamente.
